회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
하이록코리아,013030,기계,3355,12856050,26100,7.14,,0.81,4.02,21.69,0,103,1467,189,195,5.77,9.11,1000.44,5101.79,1430,11.71,2.98,33.01,1829,407,344,9.38,8.37,820.26,5578.19,2487,8.24,2.93,22.78,1888,519,477,12.13,8.92,876.09,5931.94,3655,7.29,3.94,27.93,1926,535,483,11.11,,,,3718,7.02,,,457,112,125,11.44,12.2,674.74,5402.46,945,7.56,,,496,154,137,12.01,9.65,846.44,5616.06,1062,7.83,,,466,141,128,11.78,8.28,919.23,5825.64,975,7.84,,,469,112,87,12.13,8.92,876.09,5931.94,671,7.29,3.94,153.12,477,127,,,,,,887,29.43,,
감성코퍼레이션,036620,섬유/의류/신발/호화품,3065,91218576,3360,12.54,,3.91,,9.99,8,110,489,12,3,1.07,53.27,147.25,19.83,4,577.11,,,1174,162,151,37.7,64.87,145.57,53.42,180,10.36,,,1779,322,242,37.53,46.94,173.71,111.78,268,11.81,,,2491,472,385,40.54,,,,424,7.92,,,311,45,39,37.98,60.98,83.12,62.02,43,10.71,,,401,77,26,35.7,50.38,125.24,71.21,29,22,,,356,52,39,35.25,64.84,87.03,79.75,43,17.57,,,711,149,138,37.53,46.94,173.71,111.78,152,11.81,,,388,59,,,,,,,,,
노루홀딩스,000320,건축자재,1644,13291151,12370,6.58,,0.31,4.04,11.07,0,101,9552,267,107,0.43,80.89,124.24,4471.49,118,107.63,3.53,293.73,10317,296,334,6.55,77.35,116.43,4726.77,1849,5.39,5.01,20.98,12146,674,517,6.31,71.35,127.97,4946.25,1881,6.09,4.36,20.61,12600,730,610,7.04,,,,2217,5.58,,,2748,85,52,6.67,78.89,110.9,4664.7,9,5.21,,,3379,235,163,6.96,79.78,114.76,4730.11,412,5.28,,,3054,247,204,8.53,74.66,117.12,4854.83,785,4.68,,,2965,107,98,6.31,71.35,127.97,4946.25,676,6.09,4.36,57.39,,,,,,,,,,,
HK이노엔,195940,제약,10780,28329891,38050,22.91,15.47,0.9,0.92,101.13,10,110,7698,503,247,2.61,59.65,83.63,3948.64,980,53.55,0.61,21.63,8465,525,381,3.29,54.88,65.31,4222.01,1319,28.08,0.86,13.55,8289,659,472,3.99,53.53,48.89,4308,1661,26.75,0.79,11.97,9171,976,698,5.64,,,,2460,15.47,,,1849,56,29,2.9,54.7,65.09,4039.31,103,29.61,,,2044,153,146,2.92,52.78,60.4,4140.27,515,25.5,,,2156,224,145,2.93,54.75,65.74,4240.91,513,34.97,,,2241,225,151,3.99,53.53,48.89,4308,534,26.75,0.79,37.37,2169,174,121,,,,,427,91.52,,
휴메딕스,200670,제약,4026,11229930,35850,15.49,11.21,1.88,1.46,101.13,0,99,1110,160,101,7.37,52.07,209.2,3043.08,909,26.35,1.67,41.49,1232,260,212,16.09,63.28,140.54,3396.91,2121,13.06,1.8,21.69,1523,373,248,14.72,11.06,517.55,4055.86,2314,14.58,1.56,21.61,1796,470,359,17.19,,,,3197,11.21,,,361,93,111,14.53,34.84,182.82,3578.83,1091,11.12,,,398,114,33,11.94,17.99,315.7,3787.37,311,19.35,0.7,76.35,397,114,72,11.77,13.73,421.14,3976.89,655,19.37,,,367,53,32,14.72,11.06,517.55,4055.86,290,14.58,0.81,88.07,412,103,76,,,,,680,52.74,,
아이패밀리에스씨,114840,화장품,4472,17201944,26000,22.3,15.16,6.48,0.3,50.3,5,104,716,56,36,12.88,27.55,339.76,1705.51,265,16.72,0.37,7.35,853,95,76,16.66,44.08,273.02,1006.66,453,13.74,0.51,7.01,1487,240,200,,30.2,379.3,1442.28,1166,11.28,0.6,6.8,2022,368,294,35.58,,,,1715,15.16,,,328,47,37,17.62,54.68,246.45,1081.92,220,15.93,,,367,51,40,21.2,59.42,193.1,1178.58,233,19.01,,,372,67,53,,46.82,224.71,1300.94,306,,,,420,76,70,,30.2,379.3,1442.28,407,,0.6,19.42,520,92,72,,,,,,,,
피엔에이치테크,239890,디스플레이장비및부품,1671,9935755,16820,27.8,,3.35,,91.73,11,108,241,37,36,28.51,76.8,101.99,761.44,407,71.82,,,350,48,76,31.65,119.88,94.28,503.49,822,19.28,,,402,65,56,14.35,42.49,164.32,871.04,605,40.19,,,518,99,98,17.9,,,,990,16.99,,,94,17,19,35.22,104.41,95.41,536.44,207,23.8,,,85,9,-27,19,134.29,71.57,479.63,-294,47.94,,,120,20,21,20.48,116.41,79.03,528.5,233,36.84,,,102,18,43,14.35,42.49,164.32,871.04,447,40.19,,,109,18,19,,,,,188,89.37,,
디어유,376300,양방향미디어와서비스,6516,23738406,27450,24.86,17.78,3.84,,-1170.42,11,108,400,132,-252,-41.6,8.08,1145.59,853.96,-1349,-60.72,,,492,163,164,12.38,8.01,1220.85,1006.82,732,39.36,,,757,286,262,16.86,12.45,874.18,1242.77,1104,29.07,,,982,403,366,19.55,,,,1544,17.78,,,164,57,90,15.13,8.78,1074.44,1099.68,379,49.37,,,191,67,48,15.08,9.07,1003.05,1139.64,201,42.85,,,194,73,65,13.15,11.87,791.43,1194.33,273,51.2,,,209,88,60,16.86,12.45,874.18,1242.77,252,29.07,,,220,85,85,,,,,360,76.3,,
피에이치에이,043370,자동차부품,2310,21000000,11000,3.76,,0.3,2.27,8.43,0,97,9276,66,376,6.1,48.21,135.94,5943.96,1790,5.64,1.78,9.84,10244,229,283,4.29,45.58,125.6,6229.35,1346,5.23,2.84,14.53,11346,483,615,8.82,36.66,157.99,6733.05,2929,3.4,2.51,8.12,11928,495,524,7.07,,,,2495,4.41,,,2647,116,175,6.17,44.91,137.1,6356.78,833,3.82,,,2812,165,168,6.86,43.49,144.2,6494.38,801,4.68,,,2675,109,117,6.92,38.82,154.15,6628.66,559,4.19,,,3212,93,155,8.82,36.66,157.99,6733.05,737,3.4,2.51,32.27,2792,120,135,,,,,643,17.11,,
한국타이어앤테크놀로지,161390,자동차부품,65282,123875069,52700,9.06,5.73,0.67,2.47,8.43,1,98,71411,6422,5947,7.57,42.69,166.7,13164.59,4748,8.36,1.76,14.52,83942,7058,7058,8.14,41.75,129.33,14291.55,5572,5.59,2.57,14.14,89396,13279,7288,7.85,32.54,203.47,15248.1,5814,7.81,2.86,22.02,91975,15408,11436,11.32,,,,9195,5.73,,,21041,1909,959,7.85,38.37,148.66,14289.42,743,6.32,,,22635,2482,1415,5.66,34.09,164.74,14516.32,1122,8.46,,,23401,3964,3003,6.17,34.12,190.32,14998.08,2408,8.55,,,22320,4924,1911,7.85,32.54,203.47,15248.1,1541,7.81,2.86,83.06,21938,3411,2484,,,,,1903,29.79,,
씨앤씨인터내셔널,352480,화장품,7971,10013941,79600,25.37,18.14,4.61,,50.3,12,108,913,23,-59,-7.47,35.47,165.63,11711.77,-653,-28.09,,,1306,175,165,13.06,33.36,186.61,13355.46,1644,18.49,,,2203,321,314,20.48,48.32,237.12,17192.62,3137,19.89,,,2993,492,438,22.67,,,,4387,18.15,,,462,60,66,15.56,35.9,179.95,14013.85,658,18.65,,,571,103,88,18.05,35.13,179.58,14893.55,880,21.09,,,539,68,73,16.13,34.23,184.97,15617.97,724,24.71,,,631,91,88,20.48,48.32,237.12,17192.62,874,19.89,,,694,108,98,,,,,959,83.03,,
클리오,237880,화장품,6126,18071353,33900,22.11,16.65,2.78,1.18,50.3,0,96,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3306,338,273,13.71,30.82,121.5,2386.51,1533,20.1,1.3,25.29,3962,450,368,16.07,,,,2036,16.65,,,751,52,57,8.26,32.42,227.1,2154.76,315,27.74,,,810,65,54,9.21,31.88,223.15,2214.47,299,20.9,,,848,105,97,12.3,34.18,180.1,2323.96,547,21.65,,,897,116,65,13.71,30.82,121.5,2386.51,372,20.1,1.3,104.31,916,80,74,,,,,383,88.42,,
정다운,208140,식품,1056,32684246,3230,3.23,,0.87,9.29,12.51,4,100,1536,202,111,14.8,97.9,130.98,2356.23,343,8.59,3.4,29.31,1826,184,153,17.63,80.5,127.69,2728.02,470,4.55,4.68,21.29,1855,358,327,30.34,59.72,149.46,3611.78,999,2.8,10.71,30.04,2000,400,,,,,,1025,3.15,,,396,58,40,18.64,84.03,125.49,2748.81,121,4.51,,,499,153,135,23.91,72.35,140.85,3152.17,403,3.51,,,509,92,78,26.27,66.81,148.85,3394.84,243,2.92,,,452,55,75,30.34,59.72,149.46,3611.78,232,2.8,10.71,129.43,,,,,,,,,,,
에이피알,278470,화장품,22632,7620178,297000,26.41,,10.97,,50.3,10,105,2591,143,114,19.37,91.56,104.84,1736.56,1641,,,,3977,392,300,36.03,83.65,113.5,2657.48,4223,,,,5238,1042,815,54.87,45.88,197.68,5080,11244,,,,7380,1538,1206,,,,,15932,18.64,,,1222,232,203,52.63,59.93,164.99,3404.67,2823,,,,1277,248,188,59.24,67.52,155.09,3912.22,2582,,,,1219,219,184,57.07,47.05,185.53,4418.19,2526,,,,1520,344,241,54.87,45.88,197.68,5080,3313,,,,1365,271,,,,,,2817,88.55,,
동양이엔피,079960,전기제품,1529,7860000,19450,3.26,,0.47,2.06,53.56,20,115,5194,148,177,7.02,35.75,196.32,6570.76,2253,8.3,1.6,13.31,5598,278,230,8.48,38.56,199.01,7049.54,2921,5.14,2,10.27,5369,430,470,15.53,30.05,286.2,8212.9,5975,3.48,1.92,6.69,,,,,,,,,,,,1328,101,89,9.4,39.13,210.25,7216.13,1133,5.09,,,1307,104,115,11.49,35.48,228.28,7534.93,1462,4.86,,,1475,121,134,12.05,32.7,261.63,7876.79,1709,4.43,,,1259,104,131,15.53,30.05,286.2,8212.9,1671,3.48,1.92,23.94,,,,,,,,,,,
일진홀딩스,015860,전기장비,2100,49347483,4255,7.65,,0.43,3.53,23.42,0,95,11901,387,333,5.68,82.13,134.3,775.23,407,13.47,2.74,34.36,14339,449,287,4.34,74.7,146.47,807.25,373,10.23,3.93,37.44,14719,575,479,6.21,77,137.63,844.01,556,7.03,3.84,25.14,15600,630,490,6.06,,,,567,7.5,,,3595,180,162,3.98,80.14,134.8,809.85,166,13.17,,,3594,132,91,4.05,80.86,128.02,820.29,105,13.26,,,3411,143,144,4.61,75.91,140.93,835.69,155,9.81,,,4119,120,82,6.21,77,137.63,844.01,129,7.03,3.84,108.21,,,,,,,,,,,
한국앤컴퍼니,000240,자동차부품,15285,94935240,16100,8.16,,0.38,4.35,8.43,0,95,9633,2283,2000,5.53,9.26,100.86,7779.51,2087,7.52,3.82,28.89,10959,2452,1660,4.37,11.55,107.06,8071.95,1749,7.98,4.66,37.17,10897,2566,1872,4.76,15.54,103.59,8307.13,1972,7.91,4.49,35.41,12089,3489,3180,7.68,,,,3349,4.81,,,2294,325,324,4.08,14.14,100.61,8011.86,341,7.26,,,2445,446,363,2.38,12.91,96.11,8089.19,383,12.16,,,2973,988,912,2.71,13.74,93.49,8280.65,961,9.66,,,3185,807,273,4.76,15.54,103.59,8307.13,288,7.91,4.49,242.57,2761,821,,,,,,766,20.31,,
TKG휴켐스,069260,화학,8057,40878588,19710,5.98,6.61,0.9,5.07,38.11,1,96,8612,934,776,11.06,31.92,257.25,1758.94,1851,12.51,4.32,50.71,12358,1171,866,12.03,27.16,265.03,1862.4,2119,9.44,5,44.29,10527,1212,1348,,30.85,202.42,2102.58,3297,6.52,4.65,28.47,10307,1236,1219,13.85,,,,2981,6.61,,,3146,486,451,,39.86,197.57,1885.32,1104,,,,2799,437,403,,23.66,275.51,1983.9,986,,,,2370,305,293,,27.76,221.46,2055.6,717,,,,2212,-16,200,,30.85,202.42,2102.58,490,6.52,4.65,191.38,2320,304,,,,,,692,27.91,,
한일시멘트,300720,건축자재,8859,69261540,12790,5.21,,0.56,6.25,11.07,0,95,12719,1204,860,5.89,62.53,67.57,3858.27,1135,18.5,2.57,45.79,14876,1180,876,5.59,56.24,100.8,4070.7,1138,10.24,4.98,50.98,17995,2465,1777,11.21,66.82,124.18,4430.52,2457,5.21,6.25,32.56,18075,2638,2006,11.81,,,,2766,4.62,,,3871,273,235,7.5,65.34,97.75,4019.3,320,8.49,,,4941,849,614,8.23,73.01,122.56,4191.64,860,7.13,,,4245,696,468,9.85,71.64,102.75,4320.57,646,5.7,,,4938,647,459,11.21,66.82,124.18,4430.52,630,5.21,6.25,126.96,3947,353,,,,,,,,,
SNT다이내믹스,003570,자동차부품,5251,33252697,15790,10.6,,0.5,4.43,8.43,2,96,3360,206,590,9.44,34.72,291.31,759.8,1774,5.05,4.46,15.13,4080,258,230,3.51,41.26,185.86,776.53,692,13.5,5.35,48.67,4860,416,495,7.29,50.84,196.99,820.88,1490,9.67,4.86,31.65,5486,538,550,,,,,1654,9.55,,,1028,91,109,4.38,38.1,204.19,780.06,327,10.09,,,1019,96,90,4.75,49.24,174.53,790.55,270,11.06,1.43,37.41,1344,154,135,3.98,48.31,175.24,802.36,405,13.98,,,1468,76,162,7.29,50.84,196.99,820.88,487,9.67,3.82,75.99,,,,,,,,,,,
효성중공업,298040,전기장비,26901,9324548,288500,23.2,13.78,2.49,0.87,23.42,30,124,30947,1201,765,6.35,287.86,58.05,1976.36,6178,9.44,,,35101,1432,291,1.07,325.44,63.59,2061.98,1096,71.2,,,43006,2578,1319,11.29,288.94,57.82,2290.72,12438,13.02,1.54,20.07,48538,3719,2234,16.75,,,,20929,13.78,,,8465,141,-122,1.73,337.44,59.42,2062.91,-1660,38.56,,,11227,857,588,6.41,305.64,59.75,2143.3,5834,17.33,,,10394,946,564,8.79,307.03,56.27,2253.9,5552,18,,,12920,634,289,11.29,288.94,57.82,2290.72,2713,13.02,1.54,92.03,9932,644,381,,,,,3595,87.21,,
오리온홀딩스,001800,식품,9159,62645422,14620,10.69,,0.4,5.13,12.51,0,94,24151,3157,2253,4.23,28.18,155.1,6285.97,1373,11.62,4.08,38.5,29346,3998,3236,4.83,23.69,203.1,7310.42,1644,9.34,4.56,40.9,29538,4055,2904,3.93,18.95,276.59,7451.39,1367,10.68,5.14,52.69,32599,5111,3690,4.98,,,,1772,8.25,,,6762,857,679,4.83,20.94,236.84,6239.79,403,10.31,,,7175,965,609,4.58,21.76,238.26,7296.1,236,9.28,,,7847,1058,737,4.11,21.95,246.09,7352.72,283,10.55,,,7754,1174,879,3.93,18.95,276.59,7451.39,445,10.68,5.14,161.72,7716,1252,,,,,,,,,
티앤엘,340570,건강관리장비와용품,4926,8128000,60600,17.95,12.62,3.78,0.91,-203.89,1,95,719,223,196,24.17,9.13,649.26,1910.91,2410,19.63,0.85,16.6,816,243,211,21.53,10.3,495.32,2312.74,2598,13.93,1.24,17.2,1155,308,274,23.29,9.69,525.89,2838.46,3376,11.85,1.38,16.18,1491,450,390,26.61,,,,4801,12.62,,,270,89,79,24.59,17.22,293.81,2407.27,967,15.37,,,365,126,100,25.32,13.88,356.09,2632.02,1235,15.98,,,300,84,76,25.78,10.74,495.59,2803.19,941,11.68,,,219,10,19,23.29,9.69,525.89,2838.46,233,11.85,1.38,234.5,284,97,,,,,,1120,54.13,,
비올,335890,건강관리장비와용품,5708,58419125,9770,26.41,19.19,9.86,0.18,-203.89,10,103,184,54,44,19.2,12.76,763.92,371.88,80,28.43,,,311,129,115,35.06,14.38,687.5,578.61,198,16.26,0.31,5.07,425,223,216,44.89,11.83,843.31,939.6,370,22.99,0.21,4.81,605,316,297,41.28,,,,509,19.2,,,95,45,42,41.12,17.54,707.76,649.39,71,19.23,,,106,57,72,45.93,11.65,858.05,764.65,124,22.47,,,109,64,55,44.21,11.25,854.18,858.75,94,20.59,,,115,58,47,45.48,11.83,843.31,939.6,81,22.69,0.21,22.01,110,52,59,,,,,101,96.66,,
현대위아,011210,자동차부품,15556,27195083,57200,17.01,8.29,0.45,1.49,8.43,10,103,75277,1027,561,1.96,109.72,156.71,2318.09,2292,34.87,0.88,29.84,82076,2121,435,1.99,102.12,142.71,2360.12,2405,20.56,1.42,28.51,85903,2292,525,2.73,81.22,147.54,2401.45,3363,19.36,1.31,24.76,88292,2812,1773,5.41,,,,6896,8.3,,,20950,509,133,1.75,95.93,149.15,2357.47,573,26.31,,,22851,652,14,-4.15,88.44,146.22,2362.21,278,-12.65,,,20990,683,193,-3.4,88.88,140.75,2377.91,793,-14.61,,,21112,448,186,2.73,81.22,147.54,2401.45,1719,19.36,1.31,48.45,21471,620,353,,,,,1562,36.62,,
