회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
지엔씨에너지,119850,전기장비,2788,16448909,16950,7.24,,1.59,0.59,20.49,0,108,1485,61,260,26.32,45.9,110.3,1294.25,1665,2.15,1.4,2.9,1664,110,117,9.7,52.34,100.23,1419.57,692,6.15,1.65,9.14,2263,317,389,27.54,64.26,114.24,1864.07,2340,3.51,1.22,3.88,3100,450,390,,,,,2310,7.34,,,403,24,34,11.32,51.29,68.06,1448.16,208,7.63,,,370,30,169,22.49,74.08,94.18,1648.22,1018,4.46,,,740,132,127,30.26,71.23,95.75,1799.36,769,2.32,,,751,131,59,27.54,64.26,114.24,1864.07,344,3.51,1.22,26.36,,,,,,,,,,,
에스텍,069510,전자장비와기기,1233,10910000,11300,2.66,,0.47,7.52,20.99,20,127,4684,87,95,7.16,82.41,121.43,2725.5,874,9.43,3.64,26.46,4146,246,217,14.67,71.9,150.38,3044.98,1985,4.49,5.61,19.41,5094,440,463,25.75,90.64,147.97,3778.65,4241,2.48,8.09,15.45,,,,,,,,,,,,1012,87,91,17.08,78.26,138.66,3134.14,835,3.53,,,1235,158,165,22.61,82.79,131.17,3435.53,1509,2.88,,,1534,154,106,20.73,83.28,146.42,3629.5,972,3.29,,,1313,40,101,25.75,90.64,147.97,3778.65,925,2.48,8.09,70.83,,,,,,,,,,,
티앤엘,340570,건강관리장비와용품,5950,8128000,73200,12.82,,3.45,1.02,128.65,1,107,816,243,211,21.53,10.3,495.32,2312.74,2598,13.93,1.24,17.2,1155,308,274,23.29,9.69,525.89,2838.46,3376,11.85,1.38,16.18,1749,570,464,30.84,14.95,399.83,3768.89,5710,11.72,1.12,13.05,2200,782,688,33.91,,,,8465,8.65,,,248,72,71,21.98,15.99,324.39,2897.78,873,16.33,,,548,207,173,25.16,14.33,410.25,3285.61,2131,16.75,,,487,178,132,27.2,13.19,458.37,3581.9,1629,15.14,,,465,112,87,30.84,14.95,399.83,3768.89,1076,11.72,1.12,69.23,,,,,,,,,,,
오스테오닉,226400,건강관리장비와용품,1388,20661601,6720,24.62,,2.24,,128.65,5,111,198,25,8,,68.56,142.54,328.96,49,64.98,,,278,48,37,8.28,38.29,209.35,413.5,185,26.09,,,342,69,56,10.16,51.57,207.76,484.56,273,23.77,,,446,102,75,12.15,,,,363,18.51,,,77,12,0,9.71,51.58,177.16,413.9,2,23.26,,,86,18,16,11.7,49.4,201.33,429.61,79,16.06,,,82,16,12,11.71,53.34,184.57,461.14,60,19.72,,,97,23,27,10.16,51.57,207.76,484.56,133,23.77,,,92,19,13,,,,,,,,
효성중공업,298040,전기장비,40655,9324548,436000,18.26,12.96,2.13,1.15,20.49,20,125,35101,1432,291,1.07,325.44,63.59,2061.98,1096,71.2,,,43006,2578,1319,11.29,288.94,57.82,2290.72,12438,13.02,1.54,20.07,48950,3625,2229,14.9,202.53,69.53,2671.54,23876,16.46,1.27,20.91,54493,4992,3299,16.73,,,,33636,12.96,,,9845,562,262,15.05,301.11,52.94,2286.73,2323,17.29,,,11938,627,282,12.66,303.56,57.21,2363.21,3861,23.95,,,11452,1114,724,13.96,284.71,56.09,2520.34,7927,20.72,,,15715,1322,961,14.9,202.53,69.53,2671.54,9766,16.46,1.27,51.13,11310,902,614,,,,,5711,76.35,,
HD현대마린솔루션,443060,조선,70247,44829210,156700,29.55,25.29,9.08,2.01,31.9,10,112,13338,1420,1049,62.26,185.27,88.51,798.08,2623,,,76.24,14305,2015,1511,71.59,173.63,89.12,1091.79,3778,,,66.17,17455,2717,2279,44.98,48.96,229.19,3186.28,5302,30.44,1.95,61.88,20132,3449,2778,33.88,,,,6195,25.3,,,29,1,1,,15.56,378.36,526.57,9,,,,4379,710,567,,70.62,182.41,2717.6,1317,,0.35,35.29,4613,834,585,,63.48,198.38,2890.95,1317,,,,4634,659,684,,48.96,229.19,3186.28,1539,,1.67,176.94,4657,767,,,,,,1432,109.42,,
종근당홀딩스,001630,제약,2162,5009861,43150,6.43,,0.35,3.24,80.26,20,121,9090,-329,-227,0.2,72.36,46.46,4289.67,214,247.12,2.64,633.69,8798,170,406,8.61,76.81,40.15,4595.37,9383,6.31,2.36,14.18,9578,355,403,5.84,76.02,36.44,4806.75,6706,7.11,2.94,19.84,10349,429,310,3.7,,,,4391,9.83,,,2500,125,123,7.94,77.22,43.35,4619.16,1756,6.86,,,2484,86,174,8.55,76.83,43.48,4738.46,3056,5.61,,,2322,75,38,7.31,75.62,41.02,4778.45,931,7.06,,,2271,69,68,5.84,76.02,36.44,4806.75,963,7.11,2.94,138.19,2812,128,,,,,,,,,
브랜드엑스코퍼레이션,337930,섬유/의류/신발/호화품,1791,29311547,6110,8.65,,1.62,2.95,9.31,2,101,2069,193,101,13.75,40.44,91.79,411.96,341,14,2.52,34.91,2326,182,122,13.46,43.26,93.14,478.71,384,16.54,1.26,20.84,2716,249,209,20.72,50.84,226.97,613.96,706,8.77,2.91,25.53,2909,349,282,22.04,,,,962,6.35,,,532,34,27,12.83,62.19,108.81,519.55,93,12.49,,,764,124,92,15.78,57.03,141.22,581.06,306,13.56,0.86,19.61,682,48,45,17.81,56.58,150.71,599.23,152,20.97,,,739,43,46,20.72,50.84,226.97,613.96,154,8.77,1.94,77.75,,,,,,,,,,,
강원랜드,035250,호텔/레스토랑/레저,32647,213940500,15260,7.14,9.4,0.79,7.67,16.67,3,101,12707,2176,1156,3.47,22.03,153.03,3255.59,540,42.93,1.51,61.37,13886,2823,3409,9.61,20.96,139.09,3500.97,1593,10.04,5.81,55.31,14269,2858,4569,12.08,21.04,149.14,3730.73,2136,7.48,7.33,51.32,14679,3004,3278,8.8,,,,1623,9.4,,,3684,758,928,9.47,26.86,109.05,3409.09,434,10.49,,,3380,739,1610,11.04,16.95,140.77,3557.24,752,7.39,,,3759,933,909,11.24,18.26,137.89,3633.21,425,8.68,,,3446,427,1122,12.08,21.04,149.14,3730.73,524,7.48,7.33,208.99,3701,745,870,,,,,420,36.34,,
한국금융지주,071050,증권,37949,55725992,68100,4.03,3.9,0.41,5.84,6.43,10,107,229395,5458,6398,8.45,1020.05,,2418.79,10341,5.15,4.32,21.14,208934,8204,7081,8.81,1035.59,,2658.89,11480,5.34,4.32,21.94,211741,11997,10459,11.54,1021.98,,3077.66,16883,4.22,5.58,22.39,,12956,10818,10.7,,,,17421,3.91,,,66818,3815,3429,8.98,1013.03,,2757.14,5536,5.49,,,57555,2995,2811,9.39,1000.95,,2869.12,4547,5.34,,,63036,3635,3145,10.24,992.18,,2958.28,5077,4.98,,,47385,1552,1073,11.54,1021.98,,3077.66,1723,4.22,5.58,219.33,,3910,3348,,,,,5339,12.75,,
현대코퍼레이션,011760,무역회사와판매업체,2758,13228966,20850,2.28,2.54,0.38,3.36,13.08,11,108,61270,668,787,19.82,319.45,96.31,870.1,5950,2.72,3.7,9.16,65804,993,834,16.56,254.73,81.92,982.38,6326,2.98,3.18,8.61,69957,1335,1210,19.7,214.7,117.48,1151.08,9152,2.09,3.66,6.94,72524,1377,1086,14.85,,,,8209,2.54,,,16133,280,347,16.98,276.7,85.31,1023.91,2626,2.56,,,17289,365,308,16.99,262.55,88.41,1070.49,2336,3.06,,,18070,372,397,19.4,187.65,120.87,1130.45,3001,2.15,,,18464,318,158,19.7,214.7,117.48,1151.08,1189,2.09,3.66,53.46,17131,299,250,,,,,2084,10.01,,
엘케이켐,489500,반도체와반도체장비,1522,6278056,24250,16.5,,3.7,,9.43,8,105,129,46,33,,66.02,193.21,8829.18,812,,,,160,56,34,,178.85,87.21,11619,821,,,8.71,250,101,68,29.71,19.73,523.37,6419.03,1470,,,,377,148,108,,,,,1758,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,13,19,,19.73,523.37,6419.03,371,,,,,,,,,,,,,,
제룡전기,033100,전기장비,4907,16062409,30550,6.14,,2.49,3.27,20.49,7,103,861,160,125,19.2,24.09,245.95,943.48,777,14.48,1.33,19.31,1839,702,564,57.64,27.14,246.9,1453.99,3510,5.71,2.49,14.24,2627,978,799,49.72,22.91,380.31,2349.13,4976,9.23,2.18,20.1,2426,836,710,31.65,,,,4420,6.91,,,650,258,217,65.81,34.53,247.47,1624.77,1354,9.94,,,776,328,272,63.65,20.52,384.04,1963.61,1694,17.93,,,694,266,204,60.51,18.54,455.77,2218.19,1273,10.82,,,508,127,105,49.72,22.91,380.31,2349.13,655,9.23,2.18,152.75,530,173,,,,,,,,,
유아이엘,049520,핸드셋,1288,32247404,3995,4.33,,0.64,6.76,-28.51,20,116,3329,58,68,4.79,40.95,188.49,1268.36,214,10.45,,,3321,85,113,7.37,42.75,184.7,1366.59,352,10.42,,,4247,211,298,16.63,41.51,192.3,1634.56,923,3.77,7.78,28.64,,,,,,,,,,,,1236,81,82,9.33,50.15,179.93,1439.92,253,7.05,,,1015,73,80,13.09,47.6,193.18,1511.44,247,6.11,,,1062,42,80,15.05,39.17,201.38,1583.04,248,4.43,,,934,15,56,16.63,41.51,192.3,1634.56,174,3.77,7.78,152.04,,,,,,,,,,,
덕산네오룩스,213420,디스플레이장비및부품,6493,24831179,26150,14.19,10.14,1.61,,29.69,13,108,1767,449,389,12.82,12.86,993.13,6483.11,1567,24.95,,,1637,329,358,10.63,14.48,296.34,7213.4,1442,30.86,,,2123,525,458,12.17,13.36,395.04,8121.89,1843,15.06,,,2955,717,641,14.84,,,,2579,10.14,,,525,103,86,11.83,14.69,310.5,7386.97,347,22.91,,,527,100,100,10.92,15.03,280.17,7587.32,401,25.98,,,549,125,106,10.62,14.9,296.97,7801.66,429,20.23,,,522,196,165,12.17,13.36,395.04,8121.89,666,15.06,,,426,91,88,,,,,345,75.86,,
한국타이어앤테크놀로지,161390,자동차부품,46949,123875069,37900,4.21,3.87,0.42,5.28,6.18,2,97,83942,7058,7058,8.14,41.75,129.33,14291.55,5572,5.59,2.57,14.14,89396,13279,7288,7.85,32.54,203.47,15248.1,5814,7.81,2.86,22.02,94119,17623,11311,10.79,41.58,131.3,16728.87,8998,4.27,5.21,21.89,97234,16699,12420,10.63,,,,9805,3.87,,,21273,3987,3605,10.36,33.86,187.4,15566.99,2874,6.82,,,23179,4200,3231,11.89,31.81,196.75,16076.55,2559,4.82,,,24353,4702,3856,12.39,32.28,202.61,16694.03,3088,4.12,,,25315,4732,619,10.79,41.58,131.3,16728.87,476,4.27,5.21,413.89,22360,3728,2944,,,,,2207,17.17,,
이지바이오,353810,식품,1737,33081920,5250,9.16,,2.07,3.81,13.11,10,104,1556,162,93,19.66,198.82,92.3,1393.93,267,15.07,1.86,28.04,1654,206,161,27.57,159.99,129.87,1756.35,455,7.96,2.76,21.96,3843,324,199,26.72,305.42,129.37,2217.39,573,7.34,4.75,33.75,4544,413,332,35.69,,,,978,5.37,,,594,63,47,28.66,276.5,82.41,1793.41,137,7.64,,,1009,84,43,27.97,360.74,141.15,1909.19,127,8.79,,,1064,89,63,31.89,341.71,138.19,2091.02,182,6.52,,,1176,87,46,26.72,305.42,129.37,2217.39,127,7.34,4.75,151.87,,,,,,,,,,,
HDC현대산업개발,294870,건설,14170,65907330,21500,9.1,5.52,0.44,3.26,18.19,12,106,32983,1164,502,1.75,152.81,111.79,782.54,764,13.09,6,78.5,41908,1953,1729,5.87,133.25,110.52,819.47,2626,5.56,4.79,25.95,42562,1846,1557,5.09,139.58,100.44,851.21,2363,7.64,3.88,28.85,43570,3180,2554,7.95,,,,3875,5.55,,,9554,416,305,5.54,147.04,117.97,815.78,462,7.05,,,10872,538,474,6.58,146.25,108.66,830.18,719,6.14,,,10886,475,327,5.5,142.01,104.37,840.02,496,8.87,,,11250,418,452,5.09,139.58,100.44,851.21,685,7.64,3.88,99.46,10011,576,444,,,,,709,30.34,,
파마리서치,214450,건강관리장비와용품,38465,10509600,366000,42.52,30.42,7.85,0.3,128.65,18,112,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2610,923,773,19.71,15.81,257.56,8453.44,7481,14.64,0.87,12.66,3501,1261,889,18.93,50.27,550.24,10283.43,8608,30.49,0.42,14.59,4480,1700,1397,23.45,,,,12032,30.42,,,747,267,183,19.07,22.91,222.71,8602.35,1671,13.64,,,831,308,287,20.88,18.33,263.17,9279.08,3021,16.94,,,892,349,255,19.17,18.19,278.56,9790.31,2364,22.52,,,1031,337,164,18.93,50.27,550.24,10283.43,1612,30.49,0.42,71.84,1031,397,322,,,,,2837,129.01,,
제이에스코퍼레이션,194370,섬유/의류/신발/호화품,1056,13914171,7590,2.09,,0.44,6.57,9.31,30,123,9751,815,646,28.26,108.93,72.95,19595.84,2416,2.77,6.33,16.62,8628,840,1098,35.78,131.2,126.83,27537.81,4106,2.1,5.2,10.45,11175,1213,1022,23.41,260.76,72.32,33717.9,3628,1.95,7.05,12.22,13514,1481,835,14.46,,,,2616,2.9,,,2074,193,109,40.97,158.38,124.75,22913.22,407,2.04,,,2287,261,380,45.86,346.84,62.26,25992.29,1419,1.68,2.24,9.77,3616,428,1132,59.46,273.4,67.28,33900.68,4084,0.86,,,3198,331,-599,23.41,260.76,72.32,33717.9,-2227,1.95,4.23,-13.53,2611,241,,,,,,291,26.08,,
휴젤,145020,생물공학,42980,12604033,341000,31.04,24.69,4.55,,-83.08,12,105,2817,1014,607,7.31,23.58,333.08,19489.63,4629,29.14,,,3197,1178,977,12.09,19.18,925.14,20080.6,7517,19.88,,,3730,1662,1431,17.51,11.73,776.83,22238.47,10985,25.53,,,4539,2210,1817,20.63,,,,13812,24.69,,,743,240,227,13.11,21.3,851.83,20411.2,1732,24.09,,,954,424,370,14.56,10.59,971.23,21057.13,2845,25.45,,,1051,534,420,13.98,10.6,971.2,21655.97,3194,26.3,,,982,465,414,17.51,11.73,776.83,22238.47,3171,25.53,,,912,402,338,,,,,2305,147.95,,
HD한국조선해양,009540,조선,156409,70773116,221000,13.34,9.68,1.41,2.31,31.9,30,123,173020,-3556,-2952,-2.22,142.72,46.27,4738.49,-3065,-23.06,,,212962,2823,1449,2.26,160.65,48.99,4757.22,3133,38.59,,,255386,14341,14546,11.16,159.39,55.02,4997.28,16565,13.76,2.24,30.76,285233,24412,18817,13.78,,,,22744,9.72,,,55156,1602,1933,5.57,158.87,49.61,4716.72,2670,15.22,,,66155,3765,3578,7.83,150.74,54.16,4839.38,4128,14.18,,,62458,3984,1764,5.86,135.98,49.54,4882.06,2134,21.89,,,71617,4991,7271,11.16,159.39,55.02,4997.28,7633,13.76,2.24,66.76,66789,5078,,,,,,4278,51.65,,
코스메카코리아,241710,화장품,4827,10680000,45200,11.28,9.49,2.21,0.22,16.26,0,92,3994,104,60,1.84,89.72,80.7,2551.67,249,41.22,,,4707,492,339,14.12,78.65,100.55,2970.07,2090,17.37,,,5243,604,537,22.07,68.36,108.71,3770.58,4008,13.8,0.18,2.5,5935,739,573,21.2,,,,4764,9.49,,,1256,137,126,16.01,77.59,102.69,3133.39,823,13.99,,,1438,181,163,19.49,76.02,104.08,3389.87,1285,26.2,,,1266,152,86,19.36,70.28,104.56,3548.62,794,27.5,,,1283,133,163,22.07,68.36,108.71,3770.58,1105,13.8,0.18,9.05,1341,151,108,,,,,877,51.54,,
SNT홀딩스,036530,자동차부품,5119,16303886,31400,3.58,,0.37,5.1,6.18,2,94,16295,1447,1156,5.31,40.86,194.72,12057.69,3153,4.98,4.46,19.69,18957,1790,1643,8.5,38.35,222,13001.03,5357,3.23,4.63,13.24,18205,2312,2465,12.4,32.78,246.87,14872.69,8767,2.57,7.11,16.19,19800,2190,2220,10.3,,,,8158,3.85,,,3862,363,478,8.23,39.84,219.7,13277.61,1533,4.42,,,4395,875,820,10.11,38.67,215.45,13938.43,2867,3.17,1.4,9.28,4364,447,457,10.24,33.58,220.96,14369.29,1914,3.17,,,5585,627,711,12.4,32.78,246.87,14872.69,2453,2.57,5.78,47,,,,,,,,,,,
디케이티,290550,핸드셋,1390,20001230,6950,5.04,,0.76,,-28.51,15,107,3635,212,196,21.87,98.47,166.98,1082.58,1193,6.74,,,2802,147,44,3.75,80.8,103.06,1274.57,248,34,,,4033,231,269,17.11,57.22,133.35,1616.88,1380,5.74,,,5034,307,286,15.24,,,,1428,4.87,,,1158,77,105,10.97,72.05,113.14,1394.46,562,12.39,,,1077,76,68,16.94,55.38,135.1,1514.63,353,8.65,,,817,50,40,16.92,46.36,137.09,1561.98,199,7.64,,,982,28,56,17.11,57.22,133.35,1616.88,281,5.74,,,,,,,,,,,,,
