회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
비츠로셀,082920,전기제품,7490,45339477,16520,13.02,,2.38,,-64.02,0,96,1410,288,231,13.11,27.72,207.01,1674.33,541,11.89,3.11,18.33,1762,377,361,17.27,10.59,581.12,2014.53,826,9.94,3.04,15.35,2108,519,513,19.92,12.31,583.55,2426.83,1136,9.39,4.31,20.16,2421,680,570,18.95,,,,1279,12.91,,,702,150,186,19.92,12.31,583.55,2426.83,410,9.39,4.31,55.64,539,151,130,19.97,14.41,510.64,2450.1,287,10.26,,,565,161,102,18.11,11.2,653.35,2538.96,224,12.96,,,553,167,158,20.03,11.71,626.84,2677.29,349,11.55,,,739,198,176,,,,,388,42.56,,
대양전기공업,108380,조선,2545,9567333,26600,9.28,,0.94,,27.8,10,105,1304,-99,-75,-3.37,19.52,204.06,4325.07,-784,-15.32,,,1543,37,84,3.77,32.02,154.61,4495.97,876,13.38,,,1963,157,196,8.32,25.82,189.94,4904.01,2049,6.27,0.78,4.72,2396,266,250,9.73,,,,2618,10.16,,,603,73,92,8.32,25.82,189.94,4904.01,960,6.27,0.78,10.07,556,57,57,9.03,24.19,199.85,5004.72,600,6.99,,,563,58,44,8.97,25.3,193.94,5094.88,463,10.43,,,615,77,81,11,21.85,233.8,5263.58,844,10.15,,,662,74,,,,,,,,,
HD현대마린솔루션,443060,조선,86745,44829210,193500,32.73,31.93,11.11,1.63,27.8,11,106,13338,1420,1049,62.26,185.27,88.51,798.08,2623,,,76.24,14305,2015,1511,71.59,173.63,89.12,1091.79,3778,,,66.17,17455,2717,2279,44.98,48.96,229.19,3186.28,5302,30.44,1.95,61.88,20017,3534,2658,33.05,,,,5929,32.64,,,4634,659,684,44.98,48.96,229.19,3186.28,1539,30.44,1.67,176.94,4856,830,633,,72.43,186.52,2989.85,1412,23.95,0.52,49.56,4677,830,530,35.7,53.81,216.08,3086.29,1182,37.71,0.34,59.21,5132,936,798,36.51,50.29,231.81,3302.09,1779,35.52,0.33,39.35,5344,947,713,,,,,1627,118.91,,
한국타이어앤테크놀로지,161390,자동차부품,70609,123875069,57000,7.42,5.93,0.61,3.51,8.96,0,92,83942,7058,7058,8.14,41.75,129.33,14291.55,5572,5.59,2.57,14.14,89396,13279,7288,7.85,32.54,203.47,15248.1,5814,7.81,2.86,22.02,94119,17623,11311,10.79,41.58,131.3,16728.87,8998,4.27,5.21,21.89,211332,18088,11845,10.41,,,,9605,5.93,,,25315,4732,619,10.79,41.58,131.3,16728.87,476,4.27,5.21,413.89,49637,3546,3122,10.25,99.28,94.46,16412.54,2581,4.53,,,53697,3536,1788,8.91,101.13,97.85,16714.03,1470,5.22,2.01,53.6,54127,5860,3896,8.62,102.17,104.24,17191.61,3150,5,,,54044,5335,3205,,,,,2601,21.92,,
이지바이오,353810,식품,1925,33081920,5820,8.89,,2.04,,13.31,10,102,1556,162,93,19.66,198.82,92.3,1393.93,267,15.07,1.86,28.04,1654,206,161,27.57,159.99,129.87,1756.35,455,7.96,2.76,21.96,3843,324,199,26.72,305.42,129.37,2217.39,573,7.34,4.75,33.75,4719,449,296,31.61,,,,849,6.85,,,1176,87,46,26.72,305.42,129.37,2217.39,127,7.34,4.75,151.87,1169,91,58,27.88,254.43,83.25,2064.52,163,8.16,,,1138,110,41,25.98,240.14,92.61,2173.62,115,8.49,,,1169,112,86,27.13,225.12,105.46,2416.65,251,9.7,,,1243,135,111,,,,,,,,
코스메카코리아,241710,화장품,7476,10680000,70000,16.44,15.42,3.13,,33.36,1,93,3994,104,60,1.84,89.72,80.7,2551.67,249,41.22,,,4707,492,339,14.12,78.65,100.55,2970.07,2090,17.37,,,5243,604,537,22.07,68.36,108.71,3770.58,4008,13.8,0.18,2.5,6282,849,604,20.16,,,,4540,15.42,,,1283,133,163,22.07,68.36,108.71,3770.58,1105,13.8,0.18,9.05,1184,123,92,21.02,86.02,91.64,3722.16,712,11.68,,,1617,230,108,17.93,99.05,91.82,3882.83,874,17.21,,,1824,272,223,20.63,96.5,93.88,4205.15,1568,17.19,,,1631,225,194,,,,,1397,50.11,,
시프트업,462870,게임엔터테인먼트,21079,58961440,35750,10.88,12.51,2.44,,15.92,11,102,661,183,-71,-17.94,169.36,159.92,3375.63,-147,,,,1686,1111,1067,99.17,12.63,1582.3,1684.05,2132,,,,2241,1527,1480,31.3,5.16,1434.56,6398.48,2717,23.34,,,2984,1891,1677,21.08,,,,2857,12.51,,,635,462,595,31.3,5.16,1434.56,6398.48,1020,23.34,,,422,263,268,30,6.09,698.82,6630.17,460,20.91,,,1124,682,513,,11.71,375.84,7046.5,875,17.7,,,755,495,546,24.74,13.19,306.87,7497.19,929,12.5,,,691,469,434,,,,,736,48.57,,
NH투자증권,005940,증권,75901,356344369,21300,8.69,8.07,0.87,4.46,7.83,16,107,112274,5214,3029,4.32,639.18,,289.3,882,9.95,7.98,81.02,103712,7258,5530,7.5,644.71,,306.7,1587,6.51,7.74,50.47,100343,9011,6866,8.73,668.87,,326.68,1976,7.06,6.81,47.96,136065,12590,9396,10.89,,,,2638,8.07,,,29134,1672,1100,8.73,668.87,,326.68,318,7.06,6.81,299.31,30068,2890,2082,8.61,752.71,,319.94,601,7.26,,,32645,3219,2569,9.15,812.87,,331.61,744,9.49,,,26840,3913,2831,10.08,794.89,,343.76,782,7.92,,,,2478,1661,,,,,484,44.03,,
동아쏘시오홀딩스,000640,제약,7040,6536434,107700,6.54,6.6,0.61,1.53,63.34,11,102,10149,379,78,1.15,73.38,41.1,3469.99,1706,57.79,1.48,84.07,11320,769,559,5.82,90.51,42.14,3562.86,8872,11.06,2.18,23.71,13332,821,576,5.63,90.85,37.6,3664.99,8877,12.02,1.55,18.31,14322,1050,1074,9.78,,,,16309,6.6,,,3469,217,53,5.63,90.85,37.6,3664.99,802,12.02,0.91,119.25,3284,204,180,6.56,91.15,38.04,3701.06,2735,9.55,,,3469,282,380,8.3,84.16,42.14,3710.04,5745,8.29,0.63,12,3826,333,471,9.8,84.23,47.2,3840.15,7189,7.03,,,3743,232,207,,,,,3748,28.73,,
펌텍코리아,251970,포장재,6808,12400000,54900,15.52,15.26,2.33,,24.89,0,91,2366,265,200,9.47,23.46,228.82,3377.1,1543,10.66,2.19,22.79,2845,353,291,12.03,23.79,217.78,3741.59,2177,11,1.59,17.46,3375,484,383,12.99,27.12,171.37,4184.98,2637,16.49,0.97,15.92,3944,626,492,15.63,,,,3598,15.26,,,899,130,127,12.99,27.12,171.37,4184.98,869,16.49,0.97,48.35,917,134,115,13.94,29.9,176.61,4267.06,843,16.71,,,1054,194,131,15.62,31.68,177.71,4436.49,919,18.52,,,977,153,132,16.07,30.46,173.19,4603.63,906,16.85,,,980,150,111,,,,,887,61.89,,
메타바이오메드,059210,건강관리장비와용품,1403,28094301,4995,6.88,,1.11,,149.69,20,110,689,54,36,4.42,90.85,77.51,421.29,110,20.98,0.87,17.41,831,107,98,15.43,79.08,70.61,503.09,422,10.32,0.46,4.54,940,172,223,27.42,84.47,65.69,685.54,939,3.95,0.81,3.06,1036,247,160,14.72,,,,607,8.24,,,231,48,90,27.42,84.47,65.69,685.54,380,3.95,0.81,7.56,277,56,56,25.88,77.99,62.31,727.82,240,4.64,,,255,78,-9,18.21,56.84,81.32,751.08,-34,7.48,,,235,51,45,18.02,48.56,79.93,787.18,161,7.85,,,268,62,67,,,,,239,20.92,,
지엔씨에너지,119850,전기장비,5107,16448909,31050,12.68,,2.38,,42.52,0,90,1485,61,260,26.32,45.9,110.3,1294.25,1665,2.15,1.4,2.9,1664,110,117,9.7,52.34,100.23,1419.57,692,6.15,1.65,9.14,2263,317,389,27.54,64.26,114.24,1864.07,2340,3.51,1.22,3.88,2714,539,467,25.74,,,,2839,10.94,,,751,131,59,27.54,64.26,114.24,1864.07,344,3.51,1.22,26.36,663,150,131,33.04,51.08,97.24,2000.64,793,4.87,,,608,122,97,25.54,39.94,107.06,2194.8,591,14.4,,,695,128,118,22.48,46.32,77.78,2488.58,721,12.84,,,749,141,121,,,,,,,,
SNT홀딩스,036530,자동차부품,8967,16303886,55000,6.49,,0.59,,8.96,0,89,16295,1447,1156,5.31,40.86,194.72,12057.69,3153,4.98,4.46,19.69,18957,1790,1643,8.5,38.35,222,13001.03,5357,3.23,4.63,13.24,18205,2312,2465,12.4,32.78,246.87,14872.69,8767,2.57,7.11,16.19,21510,2770,2300,10.5,,,,8403,6.55,,,5585,627,711,12.4,32.78,246.87,14872.69,2453,2.57,5.78,47,4666,531,462,12.32,37.11,223.02,14960.65,1601,3.6,1.57,27.69,5612,843,550,10.81,35.11,240.36,15284.18,2081,7.21,1.72,42.62,5169,659,640,10.9,37.7,264.68,15997.23,2334,8.6,1.03,29.21,,,,,,,,,,,
현대코퍼레이션,011760,무역회사와판매업체,2831,13228966,21400,3.73,3.46,0.37,,15.93,10,99,61270,668,787,19.82,319.45,96.31,870.1,5950,2.72,3.7,9.16,65804,993,834,16.56,254.73,81.92,982.38,6326,2.98,3.18,8.61,69957,1335,1210,19.7,214.7,117.48,1151.08,9152,2.09,3.66,6.94,75731,1406,848,12.09,,,,6191,3.46,,,18464,318,158,19.7,214.7,117.48,1151.08,1189,2.09,3.66,53.46,18569,369,238,17.17,243.14,107.55,1174.35,1804,2.63,,,19185,346,158,14.24,273.44,106.23,1197.51,1165,4.05,,,18899,354,210,10.98,292.86,104.34,1228.81,1572,3.69,,,19090,338,211,,,,,1372,15.6,,
삼양식품,003230,식품,96121,7533015,1276000,25.98,23.25,8.8,0.26,13.31,18,106,9090,904,803,18.92,103.39,95.67,1116.95,10593,11.99,1.1,13.1,11929,1475,1266,24.81,102.9,87.04,1416.84,16761,12.89,0.97,12.4,17280,3446,2713,39.37,92.6,107.36,2074.49,36106,21.19,0.43,9.05,23788,5352,4142,41.18,,,,54873,23.25,,,4789,877,757,39.37,92.6,107.36,2074.49,10098,21.19,0.24,17.65,5290,1340,990,39.9,84.19,108.77,2272.38,13160,21.27,,,5531,1201,841,37.94,94.16,86.92,2525.85,11222,32.98,0.16,19.41,6320,1309,1100,40.57,89.74,94.26,2775.71,14626,31.14,,,6707,1503,1155,,,,,15717,81.18,,
휴젤,145020,생물공학,28914,12304033,235000,20.63,20.21,2.8,,-157.15,0,88,2817,1014,607,7.31,23.58,333.08,19489.63,4629,29.14,,,3197,1178,977,12.09,19.18,925.14,20080.6,7517,19.88,,,3730,1662,1431,17.51,11.73,776.83,22238.47,10985,25.53,,,4180,1944,1511,16.39,,,,11627,20.21,,,982,465,414,17.51,11.73,776.83,22238.47,3171,25.53,,,898,390,309,18.47,10.79,896.85,22721.75,2306,29.09,,,1103,567,382,17.81,13.55,660.8,23105.18,2926,33.46,,,1059,474,380,16.52,10.37,673.38,23663.63,2992,26.51,,,1116,513,476,,,,,3275,71.75,,
토비스,051360,디스플레이장비및부품,2437,15827058,15400,4.93,,0.87,,19.55,20,107,3282,70,-50,-2.72,109.91,72.98,2146.34,-302,-31.36,1.05,-30.64,4474,257,129,6.26,130.07,57.39,2258.03,710,23.1,0.97,21.2,6238,584,613,26.76,99.64,79.75,2901.89,3565,5.6,1.5,7.91,6654,612,,,,,,2633,5.85,,,1589,145,190,26.76,99.64,79.75,2901.89,1042,5.6,1.5,27.1,1538,121,91,24.84,95.86,76.13,2941.02,563,5.12,,,1664,183,112,23.59,94.56,74.47,3075.22,692,4.56,,,1647,166,136,20.36,88.03,82.3,3231.46,829,5.28,,,1780,164,104,,,,,599,25.72,,
클래시스,214150,건강관리장비와용품,38386,65505659,58600,32.52,29.75,7.37,,149.69,17,103,1418,689,754,38.33,44.37,287.62,3526.89,1164,15.81,0.63,9.91,1801,896,742,28.93,32.43,472.36,4557.41,1146,32.94,0.53,17.24,2429,1224,975,26.54,34.41,158.41,6674.03,1517,31.41,0.54,17.2,3415,1681,1290,25.46,,,,1970,29.74,,,744,358,284,26.54,34.41,158.41,6674.03,438,31.41,0.54,58.62,771,388,297,26.55,35.38,313.59,6869.89,455,35.94,,,833,430,265,24.72,26.64,463.62,7269.26,404,40.23,,,830,376,331,27.39,26.25,537.59,7767.25,504,28.03,,,984,487,420,,,,,608,96.33,,
LX홀딩스,383800,무역회사와판매업체,6064,76280690,7950,4.16,3.43,0.31,3.65,15.93,30,116,2369,1589,1701,11.25,1.49,1684.1,1938.45,2188,3.87,3.66,14.16,1181,732,788,4.82,2.15,1216.04,1999.92,1014,6.95,3.83,26.62,1945,1560,1603,9.07,1.91,1949.56,2172.34,2062,3.33,4.23,14.07,2325,1816,1804,9.3,,,,2320,3.43,,,44,-61,-31,9.07,1.91,1949.56,2172.34,-40,3.33,4.23,-724.45,797,714,705,10.08,3.05,1012.7,2233.75,906,2.74,,,584,425,436,8.95,2.11,1953.73,2290.03,561,4.48,,,480,373,376,7.78,2.16,1954.38,2338.46,483,4.04,,,520,362,257,,,,,527,15.08,,
에스텍,069510,전자장비와기기,1561,10910000,14310,3.83,,0.55,,64.44,20,106,4684,87,95,7.16,82.41,121.43,2725.5,874,9.43,3.64,26.46,4146,246,217,14.67,71.9,150.38,3044.98,1985,4.49,5.61,19.41,5094,440,463,25.75,90.64,147.97,3778.65,4241,2.48,8.09,15.45,,,,,,,,,,,,1313,40,101,25.75,90.64,147.97,3778.65,925,2.48,8.09,70.83,1194,120,108,25.96,85.36,153.75,3845.19,986,2.47,,,1183,149,81,20.55,63.13,178.49,3994.5,747,4.9,,,1143,93,118,19.9,57.89,192.6,4209.81,1077,3.9,,,,,,,,,,,,,
HD한국조선해양,009540,조선,278492,70773116,393500,13.75,11.67,2.24,1.3,27.8,30,115,173020,-3556,-2952,-2.22,142.72,46.27,4738.49,-3065,-23.06,,,212962,2823,1449,2.26,160.65,48.99,4757.22,3133,38.59,,,255386,14341,14546,11.16,159.39,55.02,4997.28,16565,13.76,2.24,30.76,296604,39872,28424,19.86,,,,33732,11.67,,,71617,4991,7271,11.16,159.39,55.02,4997.28,7633,13.76,2.24,66.76,67717,8592,6116,13.78,172.87,64.26,5035.51,7000,9.62,,,74284,9536,4471,13.71,143.53,62.95,5171.44,5036,16.79,0.87,63.49,75814,10538,8767,17.53,140.89,68.45,5295.37,8948,14.36,,,79349,11236,8060,,,,,9963,39.5,,
SJG세종,033530,자동차부품,2879,27820961,10350,4.31,,0.54,,8.96,30,115,18583,326,2,0.43,186.35,65.82,2816.89,62,88.68,1.82,157.36,17923,519,43,0.99,179.64,68.53,2758.18,145,41.06,2.53,100.82,18166,606,340,7.77,170.09,67.42,2909.03,1213,3.26,3.8,12.03,18566,954,845,14.33,,,,2430,4.26,,,4510,71,-17,7.77,170.09,67.42,2909.03,-46,3.26,3.8,-314.63,4536,222,232,9.1,177.21,75.28,3034.32,805,2.71,,,4815,372,229,9.41,166.15,73.63,3190.37,794,2.89,,,4688,247,243,13.92,160.02,73.64,3368.55,847,2.53,,,4653,176,140,,,,,471,21.98,,
실리콘투,257720,인터넷과카탈로그소매,24683,61171908,40350,15.54,14.92,6.32,,15.04,16,101,1653,142,112,12.21,34.06,156.01,206.76,185,13.29,,,3429,478,380,32.86,59.52,78,333.33,631,12.23,,,6915,1376,1207,60.9,74.99,79.84,728.12,1990,16.43,,,11013,2167,1827,51.08,,,,2828,14.27,,,1736,266,320,60.9,74.99,79.84,728.12,526,16.43,,,2457,477,388,54.83,80.44,175.92,852.15,628,11.13,,,2653,522,356,49.21,65.9,163.78,1053.68,543,28.2,,,2994,631,584,51.39,59.64,189.76,1244.01,891,17.63,,,2878,524,443,,,,,761,52.99,,
메쎄이상,408920,양방향미디어와서비스,1392,43232455,3220,7.14,,1.77,,27,2,87,383,86,70,17.22,25.27,567.32,981.14,164,,,,508,112,56,10.32,20.55,743.1,1271.94,124,19.22,2.09,40.45,671,171,135,21.04,21.28,622.83,1524.67,313,6.32,5.05,31.65,693,164,129,17.33,,,,296,10.88,,,283,78,65,21.04,21.28,622.83,1524.67,151,6.32,5.05,65.81,132,33,28,21.44,36.3,343.62,1489.96,64,6.66,,,174,65,53,25.14,25.9,489.15,1611.9,122,5.98,,,219,63,49,27.77,25.23,499.78,1725.28,113,7.42,,,,,,,,,,,,,
