회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
SNT다이내믹스,003570,자동차부품,6015,33252697,18090,6.43,,0.53,3.87,6.92,0,110,3360,206,590,9.44,34.72,291.31,759.8,1774,5.05,4.46,15.13,4080,258,230,3.51,41.26,185.86,776.53,692,13.5,5.35,48.67,4860,416,495,7.29,50.84,196.99,820.88,1490,9.67,4.86,31.65,5941,969,901,,,,,2710,6.68,,,1468,76,162,7.29,50.84,196.99,820.88,487,9.67,3.82,75.99,1141,110,129,7.54,58.89,170.59,821.54,387,11.24,,,1451,574,470,12.56,49.01,166.13,876.45,1414,8.33,1.34,14.29,1637,184,175,12.91,40.24,188.54,888.99,525,8.58,,,,,,,,,,,,,
파마리서치,214450,건강관리장비와용품,26642,10509600,253500,29.62,26.87,5.14,0.37,-805.21,3,113,1541,525,468,16.95,30.24,159,6060.78,4628,17.72,0.73,12.82,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2610,923,773,19.71,15.81,257.56,8453.44,7481,14.64,0.87,12.66,3408,1271,1005,20.43,,,,9434,26.87,,,700,204,156,19.71,15.81,257.56,8453.44,1493,14.64,0.87,62.9,747,267,183,19.07,22.91,222.71,8602.35,1671,13.64,,,831,308,287,20.88,18.33,263.17,9279.08,3021,16.94,,,892,349,255,19.17,18.19,278.56,9790.31,2364,22.52,,,938,345,266,,,,,2257,112.31,,
에스엘,005850,자동차부품,14283,46448520,30750,3.84,4.02,0.65,2.93,6.92,1,111,30011,1105,962,6.63,69.08,120.29,6207.21,2001,15.59,1.6,23.88,41745,1979,1659,9.87,71.84,117.83,7037.94,3290,6.98,2.61,17.86,48388,3862,3493,18.83,61.05,133.96,8310.37,7223,4.94,2.52,12.35,49732,4337,3684,17.04,,,,7655,4.02,,,11908,654,821,18.83,61.05,133.96,8310.37,1727,4.94,2.52,51.68,12458,1388,1213,19.42,62.76,123.9,8650.07,2507,4.01,,,12984,1478,1237,19.01,58.06,129.38,9143.11,2558,5.5,,,11917,677,577,18.21,53.11,134.83,9410.98,1210,4.43,,,12372,797,659,,,,,1365,22.52,,
지엔씨에너지,119850,전기장비,1587,16448909,9650,3.96,,0.97,0.73,18.7,5,114,1225,69,38,4.87,43.44,130.5,1051.79,269,17.96,1.04,18,1485,61,260,26.32,45.9,110.3,1294.25,1665,2.15,1.4,2.9,1664,110,117,9.7,52.34,100.23,1419.57,692,6.15,1.65,9.14,2170,284,400,,,,,2444,3.95,,,649,67,73,9.7,52.34,100.23,1419.57,441,6.15,1.65,14.36,403,24,34,11.32,51.29,68.06,1448.16,208,7.63,,,370,30,169,22.49,74.08,94.18,1648.22,1018,4.46,,,740,132,127,30.26,71.23,95.75,1799.36,769,2.32,,,658,98,,,,,,450,21.45,,
피에이치에이,043370,자동차부품,2079,21000000,9900,3.54,,0.25,2.53,6.92,0,109,9276,66,376,6.1,48.21,135.94,5943.96,1790,5.64,1.78,9.84,10244,229,283,4.29,45.58,125.6,6229.35,1346,5.23,2.84,14.53,11346,483,615,8.82,36.66,157.99,6733.05,2929,3.4,2.51,8.12,12070,582,628,8.43,,,,2993,3.31,,,3212,93,155,8.82,36.66,157.99,6733.05,737,3.4,2.51,32.27,2897,164,196,8.85,36.27,142.39,6871.72,931,3.67,,,2990,138,167,8.62,35.94,157.64,7030.49,794,4.44,,,2786,113,70,7.9,34.83,166.77,7096.96,332,3.58,,,3255,106,137,,,,,,,,
디아이티,110990,디스플레이장비및부품,2359,18900000,12480,10.38,,1.15,1.44,29.23,10,118,761,-59,-15,-0.86,89.66,93.09,9022.67,-77,-121.47,,,1329,55,93,5.36,43.35,168.77,9516,490,10.91,5.61,59.15,1071,86,132,7.23,13.82,556.93,9930.42,696,26.42,0.98,25.09,1059,197,237,12.04,,,,1254,9.95,,,354,59,63,7.23,13.82,556.93,9930.42,331,26.42,0.98,52.73,202,33,47,9.74,12.64,595.87,10024.99,250,20.32,,,307,69,77,13.47,14.29,579.41,10446.28,408,18.88,,,165,32,40,11.96,13.35,613.28,10658.41,212,12.66,,,345,74,,,,,,,,,
한국앤컴퍼니,000240,자동차부품,16785,94935240,17680,4.53,,0.39,3.96,6.92,0,108,9633,2283,2000,5.53,9.26,100.86,7779.51,2087,7.52,3.82,28.89,10959,2452,1660,4.37,11.55,107.06,8071.95,1749,7.98,4.66,37.17,10897,2566,1872,4.76,15.54,103.59,8307.13,1972,7.91,4.49,35.41,14632,5009,4570,10.72,,,,4816,3.67,,,3185,807,273,4.76,15.54,103.59,8307.13,288,7.91,4.49,242.57,3487,1255,1141,6.7,16.89,100.26,8407.85,1201,5.64,,,3635,1248,1085,8.31,16.24,104.36,8635.48,1143,4.23,1.38,18.34,3814,1373,1207,8.87,13.81,102.83,8847.67,1271,4.38,,,3765,1253,,,,,,1342,13.17,,
한화손해보험,000370,손해보험,4670,116738915,4000,1.83,,0.21,5,5.05,25,132,79926,1343,949,6.13,1289.78,,150.15,1045,3.55,,,58929,2048,1873,8.22,431.49,,317.7,1753,2.66,,,60729,3065,2128,6.68,441.44,,332.51,1598,2.53,4.94,14.81,,4820,3640,,,,,,,,,14509,131,-68,7.76,441.44,,332.51,87,2.53,4.94,271.43,16098,1559,1085,8.78,483.83,,298.49,743,2.52,,,16394,1480,1161,9.54,526.23,,281.59,790,2.63,,,15703,1207,850,10.76,561.93,,283.23,563,2.3,,,,,,,,,,,,,
삼아제약,009300,제약,1081,6370000,16970,4.75,,0.48,4.42,91.64,20,126,547,60,34,2,9.97,500.29,2578.48,532,36.34,1.29,44.99,817,183,119,6.76,12.5,470.43,2743.6,1870,8.9,2.4,20.5,972,235,214,11.22,15.38,456.53,3039.51,3355,4.89,4.57,21.42,,,,,,,,,,,,254,46,50,11.22,15.38,456.53,3039.51,778,4.89,4.57,92.4,300,115,94,12.24,18.25,371.35,3114.64,1470,4.37,,,250,76,63,12.22,15.8,387.9,3214.29,997,5.7,,,210,16,21,11.11,14.56,377.53,3247.31,330,5.93,,,,,,,,,,,,,
클리오,237880,화장품,3143,18071353,17390,9.76,9.98,1.31,2.3,18.57,1,104,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3306,338,273,13.71,30.82,121.5,2386.51,1533,20.1,1.3,25.29,3686,344,310,13.96,,,,1742,9.98,,,897,116,65,13.71,30.82,121.5,2386.51,372,20.1,1.3,104.31,930,85,99,15.71,39.6,240.63,2423.09,562,15.79,,,926,96,90,16.96,31.72,226.65,2524.96,509,19.27,,,876,64,60,14.62,31.53,221.04,2592.72,339,17.43,,,955,97,50,,,,,421,41.35,,
비올,335890,건강관리장비와용품,4580,58419125,7840,16.9,15.31,5.76,0.23,-805.21,4,106,184,54,44,19.2,12.76,763.92,371.88,80,28.43,,,311,129,115,35.06,14.38,687.5,578.61,198,16.26,0.31,5.07,425,223,216,44.89,11.83,843.31,939.6,370,22.99,0.21,4.81,566,342,299,41.8,,,,512,15.32,,,115,58,47,45.48,11.83,843.31,939.6,81,22.69,0.21,22.01,112,65,65,45.67,10.72,920.61,1032.58,111,26.54,,,152,97,86,42.77,8.53,1165.06,1179.72,147,23.74,,,140,89,73,41.37,7.43,1317.25,1304.9,125,19.18,,,161,91,74,,,,,127,61.83,,
트루엔,417790,전자장비와기기,1086,10999650,9870,7.92,,1.09,2.03,22.55,4,106,360,98,85,22.03,12.8,390.52,4942.89,1011,,,,388,90,76,16.23,7.8,496.46,5893.32,906,,,,472,114,110,15.6,6.72,581.94,8146.09,1087,10.87,1.69,19.63,541,157,147,15.61,,,,1336,7.39,,,143,34,31,,6.72,581.94,8146.09,286,,1.69,68.45,92,23,23,,6.76,489.49,8157.97,208,11.17,,,151,39,36,14.04,7.46,623.7,8452.75,330,9.11,,,135,53,46,14.92,5.73,944.5,8873.66,421,7.45,,,163,43,42,,,,,382,25.85,,
한일시멘트,300720,건축자재,11373,69261540,16420,5.31,,0.66,4.87,7.27,0,100,12719,1204,860,5.89,62.53,67.57,3858.27,1135,18.5,2.57,45.79,14876,1180,876,5.59,56.24,100.8,4070.7,1138,10.24,4.98,50.98,17995,2465,1777,11.21,66.82,124.18,4430.52,2457,5.21,6.25,32.56,17519,3076,2356,13.33,,,,3156,5.2,,,4938,647,459,11.21,66.82,124.18,4430.52,630,5.21,6.25,126.96,4116,556,552,13.36,73.83,125.09,4425.51,772,4.23,,,4981,1070,739,13.32,67.55,116.75,4621.32,977,4.43,,,3894,733,542,13.2,65.4,116.28,4792.85,716,4.45,,,4527,718,,,,,,,,,
비츠로셀,082920,전기제품,4677,22872213,20450,13.08,,1.74,1.22,1576.91,0,100,1132,174,170,10.55,23.69,243.22,1484.35,790,18.16,1.05,18.77,1410,288,231,13.11,27.72,207.01,1674.33,1073,11.88,1.57,18.33,1762,377,361,17.27,10.59,581.12,2014.53,1638,9.94,1.54,15.35,2076,512,464,18.51,,,,2039,10.03,,,459,64,28,17.27,10.59,581.12,2014.53,122,9.94,1.54,201.26,376,101,120,18.34,15.6,420.57,2070.36,529,10.25,,,542,147,126,14.75,9.94,671.39,2193.49,555,13.96,,,488,121,81,14.45,11.18,598.59,2264.64,356,11.91,,,669,141,,,,,,507,40.32,,
강원랜드,035250,호텔/레스토랑/레저,35386,213940500,16540,8.46,8.64,0.88,5.62,-114.18,11,110,7884,-527,-106,-0.33,17.66,270.31,3103.6,-49,-486.9,,,12707,2176,1156,3.47,22.03,153.03,3255.59,540,42.93,1.51,61.37,13886,2823,3409,9.61,20.96,139.09,3501.03,1593,10.04,5.81,55.31,14193,2934,4095,10.83,,,,1914,8.64,,,3254,388,737,9.61,20.96,139.09,3501.03,345,10.04,5.81,255.71,3684,758,928,9.47,26.86,109.05,3409.09,434,10.49,,,3380,739,1610,11.04,16.95,140.77,3557.24,752,7.39,,,3759,933,909,11.24,18.26,137.89,3633.21,425,8.68,,,3357,502,563,,,,,275,60.19,,
HK이노엔,195940,제약,10170,28329891,35900,17.68,15.05,0.82,0.97,91.64,10,108,7698,503,247,2.61,59.65,83.63,3948.64,980,53.55,0.61,21.63,8465,525,381,3.29,54.88,65.31,4222.01,1319,28.08,0.86,13.55,8289,659,472,3.99,53.53,48.89,4308,1661,26.75,0.79,11.97,9121,933,675,5.48,,,,2385,15.05,,,2241,225,151,3.99,53.53,48.89,4308,534,26.75,0.79,37.37,2126,173,105,4.62,51.13,41.74,4341.46,370,19.17,,,2193,243,174,4.8,54.06,41.75,4461.97,615,18.45,,,2295,222,145,4.74,50.81,38.23,4562.29,512,24.06,,,2497,289,214,,,,,754,47.62,,
제이브이엠,054950,건강관리장비와용품,2275,12089892,18820,7.14,8.05,1.11,2.13,-805.21,1,98,1158,125,90,6.37,47.08,118.08,2439.29,740,18.84,1.43,25.74,1420,220,158,10.45,46.54,129.13,2682.57,1303,15.69,1.47,21.93,1571,298,262,15.55,43.47,155.15,3043.39,2171,12.21,1.51,17.56,1607,306,282,14.8,,,,2337,8.05,,,439,99,107,15.55,43.47,155.15,3043.39,884,12.21,1.51,43.11,402,73,83,16.07,43.21,165.93,3104.08,683,12.9,,,377,69,60,17.18,40.56,175.77,3204.04,500,11.29,,,374,74,69,17.44,36.52,193.68,3317.9,570,8,,,427,94,72,,,,,596,31.6,,
BGF,027410,화학,3326,95716791,3475,3.55,,0.19,3.45,89.54,5,102,1502,379,360,4.26,14.36,365.88,1571.03,685,7.73,2.08,16.06,4350,612,262,1.5,11.6,390.62,1574.69,247,17.45,2.56,44.58,4432,705,691,4.81,14.24,281.68,1639.35,813,4.69,3.15,14.76,4040,630,680,,,,,648,5.36,,,1234,161,145,4.81,14.24,281.68,1639.35,138,4.69,3.15,86.66,1185,113,115,4.64,14.85,247.9,1637.85,106,4.76,,,1135,165,177,3.91,13.93,228.32,1656.2,184,5.22,,,1109,211,523,5.54,12.33,373.72,1711.18,550,3.64,,,1060,180,,,,,,157,22.17,,
동양이엔피,079960,전기제품,1423,7860000,18100,2.88,,0.39,2.21,1576.91,20,117,5194,148,177,7.02,35.75,196.32,6570.76,2253,8.3,1.6,13.31,5598,278,230,8.48,38.56,199.01,7049.54,2921,5.14,2,10.27,5369,430,470,15.53,30.05,286.2,8212.9,5975,3.48,1.92,6.69,,,,,,,,,,,,1259,104,131,15.53,30.05,286.2,8212.9,1671,3.48,1.92,23.94,1256,110,183,17.81,27.25,276.86,8582.02,2322,3.15,,,1415,135,158,18.29,32.48,225.08,8985.41,2014,2.68,,,1593,156,65,15.89,27.06,272.44,9150.93,827,2.79,,,,,,,,,,,,,
감성코퍼레이션,036620,섬유/의류/신발/호화품,2786,91484336,3045,9.26,,2.97,,8.88,6,102,489,12,3,1.07,53.27,147.25,19.83,4,577.11,,,1174,162,151,37.7,64.87,145.57,53.42,180,10.36,,,1779,322,242,37.53,46.94,173.71,111.78,268,11.81,,,2365,427,332,36.47,,,,365,8.34,,,711,149,138,37.53,46.94,173.71,111.78,152,11.81,,,372,46,51,36.62,47.63,158.24,125.09,56,12.77,,,501,100,69,39.97,37.67,216.98,136.14,76,12.62,,,431,51,40,38.2,53.87,110.07,144.87,44,10.8,,,953,206,,,,,,,,,
한전기술,052690,전기유틸리티,20639,38220000,54000,52.33,43.13,3.73,0.95,4.5,31,127,4331,101,165,3.25,37.41,130.01,6756.73,430,197.46,0.28,55.03,5053,139,180,3.4,50.25,146.5,7148.9,470,116.23,0.52,59.97,5451,286,327,5.99,56.22,154.26,7194.57,854,72.68,0.83,60,5733,409,478,8.59,,,,1252,43.14,,,1972,21,73,5.99,56.22,154.26,7194.57,191,72.68,0.83,268.84,1276,91,86,6.09,65.23,141.88,7008.6,226,76.8,,,1272,132,168,6.88,69.87,96.05,7187.17,438,69.77,,,1059,57,67,7.14,58.61,120.18,7241.06,176,64.85,,,2052,131,158,,,,,409,132.13,,
휴메딕스,200670,제약,4717,11229930,42000,15.1,12.11,1.99,1.25,91.64,0,95,1110,160,101,7.37,52.07,209.2,3043.08,909,26.35,1.67,41.49,1232,260,212,16.09,63.28,140.54,3396.91,2121,13.06,1.8,21.69,1523,373,248,14.72,11.06,517.55,4055.86,2314,14.58,1.56,21.61,1714,460,383,18.4,,,,3441,12.21,,,367,53,32,14.72,11.06,517.55,4055.86,290,14.58,0.81,88.07,412,106,93,12.87,13,458.63,4170.46,825,13.79,,,459,131,119,16.24,9.87,604.54,4381.78,1056,11.4,0.93,26.08,374,92,68,15.29,8.77,667.41,4449.19,609,11.97,,,459,130,95,,,,,793,53,,
에스앤디,260970,식품,1403,2892754,48500,10.96,,2.25,1.03,11.6,0,92,614,92,77,14.97,20.66,461.95,3297.15,2308,8.3,0.78,7.91,733,109,98,13.39,19.5,462.07,3748.18,2425,6.51,1.9,12.37,883,129,119,14.24,19.73,469.97,4266.01,2925,5.95,2.88,17.1,1114,194,161,20.65,,,,4940,9.82,,,249,42,45,14.24,19.73,469.97,4266.01,1116,5.95,2.88,44.8,238,35,28,15.04,24.85,362.75,4305.71,698,8.95,,,288,52,42,22.02,30.01,265.4,2774.1,1321,11.04,,,289,50,41,21.44,32.81,260.07,2977.47,1427,7.39,,,299,57,49,,,,,1694,28.63,,
KPX홀딩스,092230,화학,2286,4224646,54100,3.93,,0.22,6.47,89.54,20,112,12387,541,823,5.79,32.53,130,3826.65,10928,5.81,4.72,25.54,12404,555,375,1.08,32.75,110.37,3874.69,2110,25.6,5.56,132.33,12070,654,1374,9.54,31.83,113.94,4330.59,19882,2.58,6.82,16.38,,,,,,,,,,,,3047,150,268,9.54,31.83,113.94,4330.59,3492,2.58,5.36,73.29,2910,181,234,6.51,33.15,122.91,4382.23,3232,4.17,,,3161,163,457,6.62,33.4,120.04,4532.49,7786,3.91,1.72,11.95,2903,119,20,6.14,31.3,132.05,4520,-757,4.17,,,,,,,,,,,,,
티앤엘,340570,건강관리장비와용품,5234,8128000,64400,13.23,11.48,3.19,0.85,-805.21,1,92,719,223,196,24.17,9.13,649.26,1910.91,2410,19.63,0.85,16.6,816,243,211,21.53,10.3,495.32,2312.74,2598,13.93,1.24,17.2,1155,308,274,23.29,9.69,525.89,2838.46,3376,11.85,1.38,16.18,1745,550,456,30.45,,,,5610,11.48,,,219,10,19,23.29,9.69,525.89,2838.46,233,11.85,1.38,234.5,248,72,71,21.98,15.99,324.39,2897.78,873,16.33,,,548,207,173,25.16,14.33,410.25,3285.61,2131,16.75,,,487,178,132,27.2,13.19,458.37,3581.9,1629,15.14,,,457,101,,,,,,1070,60.17,,
