회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
코리아에프티,123410,자동차부품,997,27841064,3580,4.32,,0.59,2.23,9.86,21,136,4097,62,39,3.05,182.68,73.98,4655.34,132,22.01,1.03,22.69,4657,95,48,4.36,166.83,69,4852.24,200,16.52,1.81,29.95,5610,194,83,6.75,164.74,66.97,5256.75,336,7.1,3.35,23.83,6490,300,,,,,,,,,,1533,90,3,6.75,164.74,66.97,5256.75,16,7.1,3.35,489.51,1576,115,108,9.5,155.31,68.48,5570.24,393,5.78,,,1672,50,88,16.34,150.25,71.8,5892.27,322,4.1,,,1554,61,27,14.66,142.61,70.44,5988.14,96,3.85,,,,,,,,,,,,,
세아제강지주,003030,철강,9609,4141657,232000,3.03,,0.51,0.97,18.69,0,113,23064,671,338,1.76,74.01,94.3,4373.8,4124,10.8,3.37,35.48,28417,2990,2267,16.14,82.71,86.01,5228.14,42486,2.42,1.7,4.02,39538,5672,3763,20.56,80.34,104.25,6539.36,67213,2.18,1.54,3.27,38190,6620,4720,20.91,,,,84507,2.75,,,9991,1347,519,20.56,80.34,104.25,6539.36,9093,2.18,1.54,24.14,10413,2115,1563,22.73,79.59,108.12,7030.65,26784,1.81,,,10155,1930,1330,22.07,77.96,121.23,7523.59,24681,2.47,,,9420,1238,920,18.59,73.68,126.62,7841.4,15943,2.85,,,8870,1260,,,,,,,,,
HD현대인프라코어,042670,기계,16048,199603453,8040,5.2,4.93,0.86,2.99,21.08,20,132,39881,2644,2851,6.47,167.92,86.24,145.85,535,10.53,,,45937,2645,5678,24.63,249.12,75.14,1270.35,2287,3.1,,,47561,3325,2296,15.29,189.7,84.41,1396.64,1163,6.88,3,20.65,48604,4797,3241,18.3,,,,1631,4.93,,,12368,664,327,15.29,189.7,84.41,1396.64,166,6.88,3,144.56,12878,1526,1123,16.74,184.18,93.05,1420.79,569,5.56,,,13140,1620,1132,19.39,166.56,94.81,1477.43,566,7.33,,,10762,897,490,17.76,156.13,82.17,1502,246,6.85,,,11834,795,513,,,,,213,37.76,,
파마리서치,214450,건강관리장비와용품,11352,10320423,110000,17.26,13.4,2.69,0.6,-45.42,0,112,1087,334,325,14.42,20.96,175.88,5026.43,3287,17.4,0.87,15.07,1541,525,468,16.95,30.24,159,6060.78,4628,17.72,0.73,12.82,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2629,990,838,21.51,,,,8209,13.4,,,536,168,72,12.5,28.63,330.8,6891.74,372,17.42,0.94,175.24,554,207,183,14.72,27.88,296.2,7131.36,1751,14.5,,,668,236,152,15.76,21.25,287.87,7616.92,1641,26.18,,,688,275,282,17.31,20.27,325.04,8148.08,2592,19.84,,,704,261,212,,,,,2133,51.58,,
코윈테크,282880,기계,2997,10665618,28100,33.29,,1.77,0.89,21.08,5,115,454,6,25,2.51,28.03,258.98,2207.77,254,87.82,0.83,70.25,1063,66,74,5.47,57.7,192.44,2253.57,556,54.53,0.31,16.45,2012,148,100,4.3,84.15,124.83,2622.22,493,46.67,0.42,19.1,3408,365,252,11.87,,,,1553,18.09,,,459,60,6,4.3,84.15,124.83,2622.22,32,46.67,0.42,293.91,694,72,84,5.75,79.37,122.32,2706.5,488,44.34,,,957,126,31,7.7,79.56,142.72,2754.27,304,38.56,,,812,48,60,6.28,49.15,178.82,3033.73,27,42.47,,,970,112,98,,,,,578,48.66,,
피에이치에이,043370,자동차부품,2079,21000000,9900,4.26,,0.28,2.02,9.86,20,128,9491,143,79,1.36,59.39,118.22,5609.46,377,24.3,1.96,46.64,9276,66,376,6.1,48.21,135.94,5943.96,1790,5.64,1.78,9.84,10244,229,283,4.29,45.58,125.6,6229.35,1346,5.23,2.84,14.53,11290,529,578,8.27,,,,2752,3.6,,,2909,60,28,4.29,45.58,125.6,6229.35,133,5.23,2.84,146.81,2647,116,175,6.17,44.91,137.1,6356.78,833,3.82,,,2812,165,168,6.86,43.49,144.2,6494.38,801,4.68,,,2675,109,117,6.92,38.82,154.15,6628.66,559,4.19,,,3060,128,110,,,,,576,17.18,,
영원무역홀딩스,009970,섬유/의류/신발/호화품,10908,13635592,80000,2.63,,0.4,3.81,8.1,4,112,28510,3408,2345,7.64,42.62,244.08,18667.24,7690,4.91,3.18,13.28,32405,5705,4468,14.72,37.1,319.35,21701.46,16192,2.89,4.28,10.51,45339,10022,8981,23.98,37.71,263.22,27827.09,32330,1.9,4.97,8.03,44609,9206,7370,,,,,27722,2.89,,,13704,2957,2583,23.98,37.71,263.22,27827.09,9618,1.9,4.97,26.99,10120,2129,1863,24.25,43.25,216.59,28728.46,7103,1.86,,,11185,2383,1846,22.65,35.14,297.75,30116.7,6941,2.28,2.07,19.62,10509,2011,1879,19.27,41.3,217.43,31205.67,6807,2.64,,,12796,2684,,,,,,,,,
영풍정밀,036560,기계,2059,15750000,13070,7.48,,0.61,3.06,21.08,8,111,908,103,133,4.71,16.11,436.03,2007.71,847,9.56,4.33,41.34,787,85,118,3.91,18.28,254.59,2081.97,746,12.14,3.86,46.89,891,120,155,4.7,21.04,131.31,2213.6,985,12.08,3.36,40.62,1380,217,276,7.72,,,,1752,7.46,,,292,42,28,4.7,21.04,131.31,2213.6,176,12.08,3.36,227.86,253,43,103,5.55,21.75,122.82,2264.5,655,9.78,,,398,67,67,7.09,18.51,181.61,2349.77,426,9.41,,,367,52,77,8.08,17.74,227.11,2447.86,490,8.21,,,,,,,,,,,,,
클래시스,214150,건강관리장비와용품,24226,64776702,37400,27.36,30.06,8.84,0.31,-45.42,10,112,765,406,382,36.06,11.13,543.3,1812.87,590,26.11,0.39,10.17,1006,517,438,30.47,32.14,306.97,2429.74,677,27.77,0.35,9.75,1418,689,754,38.33,44.37,287.62,3526.89,1164,15.81,0.63,9.91,1867,950,806,30.35,,,,1244,30.06,,,405,194,300,38.33,44.37,287.62,3526.89,464,15.81,0.63,24.87,390,199,188,39.36,46.27,271.35,3701.39,290,17.32,,,459,231,186,38.59,38.29,356.78,3987.89,286,24.3,,,482,247,212,37.45,33.91,442.31,4315.07,327,27.68,,,539,275,240,,,,,339,110.29,,
삼아제약,009300,제약,1072,6370000,16830,5.27,,0.52,2.38,110.86,20,122,537,39,1,0.07,9.51,693.52,2546.71,19,851.21,1.81,1478.38,547,60,34,2,9.97,500.29,2578.48,532,36.34,1.29,44.99,817,183,119,6.76,12.5,470.43,2743.6,1870,8.9,2.4,20.5,,,,,,,,,,,,242,49,39,6.76,12.5,470.43,2743.6,615,8.9,2.4,62.31,247,79,68,8.63,12.36,481.13,2812.04,1068,6.46,,,250,68,55,11.16,12.45,496.49,2899.02,870,5.61,,,221,42,41,10.9,12.06,522.83,2963.05,640,5.1,,,,,,,,,,,,,
원텍,336570,건강관리장비와용품,8509,88173915,9650,24.55,21.21,9.44,,-45.42,10,111,,0,0,0.39,6.92,,1800.2,7,284.43,,,511,104,170,181.64,84.49,104.88,671.2,220,,,,815,268,134,32.34,29.33,245.7,527.43,154,30.19,,,1243,507,401,51.73,,,,455,21.19,,,243,95,50,,29.33,245.7,527.43,57,,,,285,134,118,,26.86,247.66,661.51,134,27.88,,,305,126,90,56.8,21.57,245.11,765.59,102,26.21,,,264,95,87,49.03,59.39,259.92,864.52,99,29.28,,,381,148,120,,,,,130,74.31,,
화천기공,000850,기계,723,2200000,32850,2,,0.21,7.61,21.08,36,135,1617,14,45,1.52,27.76,206.95,1956.87,2053,15.78,2.31,36.54,2040,33,93,3.08,37.97,168.42,2023.09,4233,8.09,2.92,23.62,2441,82,375,11.47,37.3,175.16,2360.65,17039,1.8,8.16,14.67,,,,,,,,,,,,657,28,255,11.47,37.3,175.16,2360.65,11571,1.8,8.16,21.61,614,38,60,12.23,36.48,178.08,2365.02,2716,2.06,,,614,25,47,12.29,37.67,177.73,2407.74,2136,2.17,,,454,-14,0,10.92,34.79,180.74,2408.02,13,2.02,,,,,,,,,,,,,
클리오,237880,화장품,5665,18071353,31350,23.4,20.89,2.64,0.64,69.78,0,99,2182,62,96,6.42,40.47,135.69,1810.77,561,31.73,0.56,17.31,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3292,325,270,13.47,,,,1501,20.89,,,724,52,32,5.66,28.11,145.49,2130.51,179,28.66,1.23,108.41,751,52,57,8.26,32.42,227.1,2154.76,315,27.74,,,810,65,54,9.21,31.88,223.15,2214.47,299,20.9,,,848,105,97,12.3,34.18,180.1,2323.96,547,21.65,,,888,103,70,,,,,454,69.09,,
노루홀딩스,000320,건축자재,1570,13291151,11810,4.72,,0.3,4.23,10.83,12,110,8480,358,291,3.8,81.86,113.76,4574.97,1038,10.54,4.11,33.51,9552,267,107,0.43,80.89,124.24,4471.49,118,107.63,3.53,293.73,10379,300,334,6.55,77.35,116.43,4726.77,1849,5.39,5.01,20.98,12720,590,410,3.26,,,,960,12.3,,,2843,29,128,6.55,77.35,116.43,4726.77,1298,5.39,5.01,29.83,2748,85,52,6.67,78.89,110.9,4664.7,9,5.21,,,3379,235,163,6.96,79.78,114.76,4730.11,412,5.28,,,3054,247,204,8.53,74.66,117.12,4854.83,785,4.68,,,,,,,,,,,,,
영원무역,111770,섬유/의류/신발/호화품,20671,44311468,46650,3.3,3.84,0.63,3.28,8.1,8,106,24664,2597,1824,8.03,52.37,199.46,7976.94,3332,9.51,1.58,14.85,27925,4425,3343,14.71,45.74,266.69,9223.27,6727,6.49,2.29,14.72,39110,8230,7432,26.8,44.93,223.36,12069.73,15222,3.08,3.26,9.95,37593,7037,5729,17.58,,,,12147,3.84,,,10367,1931,1962,26.8,44.93,223.36,12069.73,4021,3.08,3.26,37.66,8406,1672,1417,26.93,53.06,178.73,12568.01,3040,2.85,,,10078,2106,1603,24.69,43.91,237.73,13077.65,3514,4.11,,,9988,1799,1644,20.63,49.89,188.33,13790.53,3564,3.42,,,9027,1412,774,,,,,2061,22.63,,
에스엠,041510,방송과엔터테인먼트,21472,23830901,90100,16.23,14.39,2.76,1.33,-875.35,10,106,5799,65,-803,-16.02,73.48,144.53,3459.88,-2992,-9.94,,,7016,675,1332,25.48,66.78,181.38,5031.75,5667,13.09,0.27,3.5,8508,910,820,12.19,65.1,174.04,5654.66,3363,22.81,1.56,35.47,9712,1420,1603,19.9,,,,6262,14.39,,,2588,227,19,12.19,65.1,174.04,5654.66,91,22.81,1.56,1315.53,2039,183,230,11.19,62.49,175.6,5639.23,896,30.08,,,2398,357,283,10.99,63.24,171.49,5851.22,1066,34.12,,,2663,505,842,18.12,61.99,159.78,6443.75,3495,23.12,,,2593,379,264,,,,,946,95.27,,
아난티,025980,호텔/레스토랑/레저,5993,91629478,6540,4.38,,0.91,,23.34,40,136,1141,-317,-448,-10.96,211.87,79.68,2976.62,-463,-17.42,,,2198,597,167,5.25,245.8,50.96,3203.25,221,47.64,,,3253,1152,340,7.02,239.73,27.98,3649.87,360,18.53,,,9620,3010,2520,23.62,,,,1542,4.24,,,920,353,252,7.02,239.73,27.98,3649.87,223,18.53,,,467,-45,-241,-4.62,279.05,13.49,3412.89,-265,-28.25,,,4929,1844,1714,23.98,163.59,17.18,4569.49,1140,4.86,,,2665,832,683,22.98,117.41,30.39,5074.22,391,4.93,,,,,,,,,,,,,
아이디스홀딩스,054800,컴퓨터와주변기기,1169,10347756,11300,5.54,,0.38,2.21,-55.54,20,115,4322,154,48,1.61,28.25,436.52,4414.43,328,39.12,1.56,54.53,5444,193,34,2,37.12,155.96,4535.72,425,30.71,1.53,42.16,8741,943,894,16.12,45.66,192.46,5166.37,3675,3.43,1.98,5.94,,,,,,,,,,,,2202,184,31,16.12,45.66,192.46,5166.37,125,3.43,1.98,174.06,1898,151,186,16.05,43.23,201.63,5285.79,742,3.64,,,1937,183,182,13.19,42.69,211.41,5488.05,692,4.1,,,1712,82,117,8.29,44.54,192.16,5604.27,480,5.84,,,,,,,,,,,,,
삼성화재,000810,손해보험,121043,47374837,255500,7.09,6.25,0.73,5.4,4.65,15,109,240449,10444,7573,4.96,468.68,,67008.97,14931,12.56,4.69,49.55,244443,15069,11247,7.09,512.78,,64024.08,22193,9.1,5.94,45.46,257844,16061,12837,9.7,699.02,,47211.81,25315,7.9,6.9,45.83,,27750,20452,,,,,40862,6.25,,,57886,1294,1791,9.67,699.02,,47211.81,3524,7.9,6.9,329.24,53389,8333,6133,10.98,515.94,,55464.68,12117,7.21,,,50708,7468,6032,13.2,457.05,,60752.06,11912,6.85,,,52999,5738,4295,14.45,444.09,,61676.79,8468,7.23,,,,5418,4928,,,,,7324,34.88,,
와이엠씨,155650,디스플레이장비및부품,1118,19474358,5740,5.54,,0.91,4.36,-382.61,20,114,1458,106,80,9.1,27.69,237.65,817.12,378,23.48,1.69,37.14,1791,140,118,11.74,23.17,254.43,894.12,525,13.51,2.12,26.76,2354,231,205,19.26,22.99,241.06,1059.82,969,5.83,4.42,23.53,,,,,,,,,,,,882,86,79,19.26,22.99,241.06,1059.82,387,5.83,4.42,58.99,533,58,52,20.36,32.26,191.27,1028.99,237,6.41,,,614,51,46,20.81,18.13,275.76,1072.69,224,5.77,,,500,43,38,18.87,34.52,319.07,1109.02,186,5.51,,,,,,,,,,,,,
남화산업,111710,호텔/레스토랑/레저,1311,20588000,6370,7.53,,0.75,4.71,23.34,20,114,177,75,66,4.8,9.14,1148.45,3304.62,321,34.57,0.9,31.15,259,138,137,9.4,9.95,982.42,3588.37,667,12.44,2.41,29.98,304,177,206,12.89,8.4,1296,3990.54,1003,8.28,3.61,29.92,,,,,,,,,,,,69,36,56,12.89,8.4,1296,3990.54,274,8.28,3.61,109.39,42,15,23,12.59,11.84,605.39,3897.05,113,7.97,,,88,46,58,11.37,8.45,1224.93,4036.66,280,8.47,,,53,24,37,10.36,8.13,1274.37,4125.89,179,7.62,,,,,,,,,,,,,
아이쓰리시스템,214430,우주항공과국방,2274,7106760,32000,21.38,,2.57,0.63,18.61,11,104,665,8,30,4.31,65.45,61.73,1983.27,424,50.97,0.46,23.05,797,14,34,4.67,47.01,58.61,2057.65,472,41.17,0.51,20.68,838,57,62,8.14,44.07,76.25,2210.95,870,21.32,1.08,22.45,1224,126,118,14.05,,,,1653,19.35,,,276,20,15,8.14,44.07,76.25,2210.95,208,21.32,1.08,93.78,306,31,29,9.92,44.15,90.33,2148.24,415,19.13,,,278,24,25,11.48,45.6,80.79,2324.74,354,23.05,,,321,42,37,13,45.79,81.45,2427.88,520,23.29,,,,,,,,,,,,,
HD현대건설기계,267270,기계,10106,19700793,51300,6.29,5.14,0.58,3.41,21.08,30,123,23905,874,85,-0.8,111.39,128.42,1089.3,-490,-66.86,,,32843,1607,1264,8.91,129.97,87.65,1209.75,5759,7.04,2.96,20.16,35156,1706,994,7.99,106.84,87.56,1325.98,5661,10.99,2.81,28.57,38625,2723,1871,12.71,,,,9978,5.14,,,8334,241,-221,7.99,106.84,87.56,1325.98,-793,10.99,2.81,-204.01,10183,800,695,8.99,109.92,95.79,1366.46,3641,7.81,,,10321,966,676,12,93.47,106.28,1435.64,3459,9.38,,,9287,538,332,10.36,90.79,107.94,1472.29,1846,8.95,,,8856,407,194,,,,,1053,48.71,,
한미약품,128940,제약,41455,12562158,330000,31.57,30.72,4.27,0.15,110.86,22,115,10759,490,173,1.65,126.24,57.32,2525.97,952,370.87,0.13,49.18,12032,1254,815,8.74,108.64,69.45,2682.8,5336,50.8,0.18,8.94,13315,1581,1016,9.89,90.7,62.76,2808.49,6591,45.22,0.16,7.37,14635,2103,1616,14.53,,,,10743,30.72,,,3512,388,226,9.89,90.7,62.76,2808.49,1551,45.22,0.16,31.34,3612,599,497,12.25,86.82,70.17,2869.91,3435,30.22,,,3427,332,187,11.62,76.95,53.86,2914.42,1113,38,,,3646,575,605,14.3,72.78,61.66,3088.62,4355,28.6,,,3929,605,411,,,,,2969,111.14,,
비즈니스온,138580,소프트웨어,3235,22556163,14340,23.78,,4.55,,77.53,2,95,184,55,30,,15.01,315.81,1021.15,156,56.18,1.73,109.41,335,90,63,10.02,14.79,324.5,497.27,277,53.51,1.35,71.68,439,121,118,16.84,37.49,171.67,543.4,488,13.97,,,536,177,141,,,,,585,24.5,,,115,30,51,16.84,37.49,171.67,543.4,211,13.97,,,151,50,40,19.11,35.91,183.78,580.95,168,15.06,,,105,35,26,19.24,34.99,208.4,599.68,103,19.17,,,140,42,31,20.24,37.16,182.28,623.96,121,21.66,,,141,35,30,,,,,129,111.54,,
