회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
파마리서치,214450,건강관리장비와용품,13724,10413023,131800,17.81,14.57,3.05,0.72,155.31,1,102,1541,525,468,16.95,30.24,159,6060.78,4628,17.72,0.73,12.82,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2610,923,773,19.71,15.81,257.56,8453.44,7481,14.64,0.87,12.66,3194,1155,944,19.77,,,,9045,14.57,,,668,236,152,15.76,21.25,287.87,7616.92,1641,26.18,,,688,275,282,17.31,20.27,325.04,8148.08,2592,19.84,,,700,204,156,19.71,15.81,257.56,8453.44,1493,14.64,0.87,62.9,747,267,183,19.07,22.91,222.71,8602.35,1671,13.64,,,782,280,222,,,,,2272,58.02,,
삼아제약,009300,제약,1229,6370000,19290,5.13,,0.57,3.89,97.72,20,120,547,60,34,2,9.97,500.29,2578.48,532,36.34,1.29,44.99,817,183,119,6.76,12.5,470.43,2743.6,1870,8.9,2.4,20.5,972,235,214,11.22,15.38,456.53,3039.51,3355,4.89,4.57,21.42,,,,,,,,,,,,250,68,55,11.16,12.45,496.49,2899.02,870,5.61,,,221,42,41,10.9,12.06,522.83,2963.05,640,5.1,,,254,46,50,11.22,15.38,456.53,3039.51,778,4.89,4.57,92.4,300,115,94,12.24,18.25,371.35,3114.64,1470,4.37,,,,,,,,,,,,,
휴메딕스,200670,제약,3886,11229930,34600,16.53,10.9,1.76,1.52,97.72,0,100,1110,160,101,7.37,52.07,209.2,3043.08,909,26.35,1.67,41.49,1232,260,212,16.09,63.28,140.54,3396.91,2121,13.06,1.8,21.69,1523,373,248,14.72,11.06,517.55,4055.86,2314,14.58,1.56,21.61,1792,468,356,17.07,,,,3175,10.9,,,398,114,33,11.94,17.99,315.7,3787.37,311,19.35,0.7,76.35,397,114,72,11.77,13.73,421.14,3976.89,655,19.37,,,367,53,32,14.72,11.06,517.55,4055.86,290,14.58,0.81,88.07,412,106,93,12.87,13,458.63,4170.46,825,13.79,,,463,131,99,,,,,885,39.12,,
HK이노엔,195940,제약,10128,28329891,35750,18.5,14.48,0.84,0.98,97.72,10,110,7698,503,247,2.61,59.65,83.63,3948.64,980,53.55,0.61,21.63,8465,525,381,3.29,54.88,65.31,4222.01,1319,28.08,0.86,13.55,8289,659,472,3.99,53.53,48.89,4308,1661,26.75,0.79,11.97,9139,968,700,5.66,,,,2469,14.48,,,2044,153,146,2.92,52.78,60.4,4140.27,515,25.5,,,2156,224,145,2.93,54.75,65.74,4240.91,513,34.97,,,2241,225,151,3.99,53.53,48.89,4308,534,26.75,0.79,37.37,2126,173,105,4.62,51.13,41.74,4341.46,370,19.17,,,2234,218,153,,,,,541,66.03,,
한국앤컴퍼니,000240,자동차부품,14354,94935240,15120,5.34,,0.35,4.63,7.32,0,100,9633,2283,2000,5.53,9.26,100.86,7779.51,2087,7.52,3.82,28.89,10959,2452,1660,4.37,11.55,107.06,8071.95,1749,7.98,4.66,37.17,10897,2566,1872,4.76,15.54,103.59,8307.13,1972,7.91,4.49,35.41,12089,3489,3180,7.68,,,,3349,4.52,,,2445,446,363,2.38,12.91,96.11,8089.19,383,12.16,,,2973,988,912,2.71,13.74,93.49,8280.65,961,9.66,,,3185,807,273,4.76,15.54,103.59,8307.13,288,7.91,4.49,242.57,3487,1255,1141,6.7,16.89,100.26,8407.85,1201,5.64,,,3052,1066,,,,,,988,15.3,,
에스티팜,237690,제약,17927,19318020,92800,79.25,54.68,4.5,0.54,97.72,32,132,1656,56,34,1.07,52.92,291.62,3310.2,178,784.24,0.36,283.94,2493,179,175,5.45,67.3,86.83,3430.74,957,91.54,0.57,52.25,2850,335,175,5.42,74.57,271.83,3845.76,1041,65.13,0.74,48.03,3252,446,299,8.24,,,,1703,54.51,,,578,16,12,5.41,63.19,53.75,3385.58,71,81.21,,,559,67,34,3.25,71.16,110.4,3774.87,209,124.48,,,1206,215,101,5.42,74.57,271.83,3845.76,560,65.13,0.74,89.31,517,19,54,6.08,72.66,234.66,3872.95,331,75.85,,,663,58,33,,,,,281,330.51,,
노루홀딩스,000320,건축자재,1622,13291151,12200,5.18,,0.31,4.1,7.58,0,99,9552,267,107,0.43,80.89,124.24,4471.49,118,107.63,3.53,293.73,10317,296,334,6.55,77.35,116.43,4726.77,1849,5.39,5.01,20.98,12146,674,517,6.31,71.35,127.97,4946.25,1881,6.09,4.36,20.61,12600,730,610,7.04,,,,2217,5.5,,,3379,235,163,6.96,79.78,114.76,4730.11,412,5.28,,,3054,247,204,8.53,74.66,117.12,4854.83,785,4.68,,,2965,107,98,6.31,71.35,127.97,4946.25,676,6.09,4.36,57.39,2801,166,152,7.88,70.33,120.01,4958.26,484,4.92,,,,,,,,,,,,,
감성코퍼레이션,036620,섬유/의류/신발/호화품,3843,90744892,4235,15.07,,4.59,,10.37,11,109,489,12,3,1.07,53.27,147.25,19.83,4,577.11,,,1174,162,151,37.7,64.87,145.57,53.42,180,10.36,,,1779,322,242,37.53,46.94,173.71,111.78,268,11.81,,,2440,448,378,40.12,,,,417,10.16,,,401,77,26,35.7,50.38,125.24,71.21,29,22,,,356,52,39,35.25,64.84,87.03,79.75,43,17.57,,,711,149,138,37.53,46.94,173.71,111.78,152,11.81,,,372,46,51,36.62,47.63,158.24,125.09,56,12.77,,,557,118,,,,,,,,,
클리오,237880,화장품,7662,18071353,42400,23.82,19.08,3.42,0.94,52.04,1,98,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3306,338,273,13.71,30.82,121.5,2386.51,1533,20.1,1.3,25.29,4006,462,395,17.51,,,,2222,19.08,,,810,65,54,9.21,31.88,223.15,2214.47,299,20.9,,,848,105,97,12.3,34.18,180.1,2323.96,547,21.65,,,897,116,65,13.71,30.82,121.5,2386.51,372,20.1,1.3,104.31,930,85,99,15.71,39.6,240.63,2423.09,562,15.79,,,971,98,78,,,,,477,88.8,,
애경산업,018250,화장품,6259,26409935,23700,13.61,11.59,1.58,2.45,52.04,0,97,5739,244,157,4.63,24.63,242,1231.34,595,31.91,1.05,33.33,6104,390,167,4.7,34.45,167.42,1293.45,627,33.34,1.48,49.07,6689,619,486,13.08,24.44,204.86,1440.14,1846,10.09,3.11,30.58,7362,706,541,13.35,,,,2045,11.59,,,1621,166,121,9.67,34.78,165.74,1370.6,460,18.32,,,1739,184,128,9.34,32.93,176.99,1419.16,486,16.06,,,1758,116,74,13.08,24.44,204.86,1440.14,281,10.09,3.11,200.76,1691,165,136,12.31,29.62,185.78,1435.5,515,10.22,,,1771,186,144,,,,,543,43.62,,
지앤비에스 에코,382800,반도체와반도체장비,1602,31355326,5110,9.46,,1.62,,45.75,5,101,521,106,103,26.88,21.37,570.77,1375.52,432,11.6,,,656,147,148,23.03,22.88,320.78,1767.71,509,5.45,,,893,183,176,21.5,27.06,273.33,498.33,588,9.58,,,1300,299,238,,,,,770,6.63,,,306,64,48,24.63,37.91,203.54,1974.7,162,8.41,,,204,50,47,24.88,30.14,259.22,2091.53,158,13.02,,,141,19,34,21.5,27.06,273.33,498.33,114,9.58,,,193,30,32,18.85,25.57,292.42,518.31,106,9.88,,,,,,,,,,,,,
일진홀딩스,015860,전기장비,2087,49347483,4230,7.7,,0.43,3.55,23.78,0,95,11901,387,333,5.68,82.13,134.3,775.23,407,13.47,2.74,34.36,14339,449,287,4.34,74.7,146.47,807.25,373,10.23,3.93,37.44,14719,575,479,6.21,77,137.63,844.01,556,7.03,3.84,25.14,15600,630,490,6.06,,,,567,7.46,,,3594,132,91,4.05,80.86,128.02,820.29,105,13.26,,,3411,143,144,4.61,75.91,140.93,835.69,155,9.81,,,4119,120,82,6.21,77,137.63,844.01,129,7.03,3.84,108.21,3861,183,158,6.14,74.12,141.02,840.32,159,8.04,,,,,,,,,,,,,
한화손해보험,000370,손해보험,5446,116738915,4665,2.67,,0.24,4.29,5.32,25,120,79926,1343,949,6.13,1289.78,,150.15,1045,3.55,,,58929,2048,1873,8.22,431.49,,317.7,1753,2.66,,,60729,3065,2128,6.68,441.44,,332.51,1598,2.53,4.94,14.81,,5029,3668,,,,,,,,,15109,1282,964,15.56,416.04,,338.74,643,2.16,,,15148,525,359,13.86,390.28,,352.64,276,2.82,,,14509,131,-68,7.76,441.44,,332.51,87,2.53,4.94,271.43,16098,1559,1085,8.78,483.83,,298.49,743,2.52,,,,,,,,,,,,,
아이패밀리에스씨,114840,화장품,7087,17201944,41200,27.27,19.01,9.17,0.19,52.04,10,104,716,56,36,12.88,27.55,339.76,1705.51,265,16.72,0.37,7.35,853,95,76,16.66,44.08,273.02,1006.66,453,13.74,0.51,7.01,1487,240,200,,30.2,379.3,1442.28,1166,11.28,0.6,6.8,2326,472,373,42.72,,,,2167,19.01,,,367,51,40,21.2,59.42,193.1,1178.58,233,19.01,,,372,67,53,,46.82,224.71,1300.94,306,,,,420,76,70,,30.2,379.3,1442.28,407,,0.6,19.42,574,118,97,,53.25,208.05,767.89,565,,,,580,117,92,,,,,526,78.31,,
오리온홀딩스,001800,식품,9823,62645422,15680,9.22,,0.43,4.78,13.03,0,94,24151,3157,2253,4.23,28.18,155.1,6285.97,1373,11.62,4.08,38.5,29346,3998,3236,4.83,23.69,203.1,7310.42,1644,9.34,4.56,40.9,29538,4055,2904,3.93,18.95,276.59,7451.39,1367,10.68,5.14,52.69,32599,5111,3690,4.98,,,,1772,8.85,,,7175,965,609,4.58,21.76,238.26,7296.1,236,9.28,,,7847,1058,737,4.11,21.95,246.09,7352.72,283,10.55,,,7754,1174,879,3.93,18.95,276.59,7451.39,445,10.68,5.14,161.72,8110,1304,1122,4.84,19.42,184.89,7454.53,736,8.24,,,7619,1030,,,,,,,,,
삼천리,004690,가스유틸리티,3682,4055025,90800,3.26,,0.2,3.3,132.66,31,125,37693,718,711,4.52,190.75,113.9,6815.49,14680,6.19,3.3,17.26,57891,912,667,3.58,226.25,75.67,7097.16,12148,32.19,0.77,20.85,56640,1745,1452,8.23,164.64,89.11,7637.45,29652,3.2,3.16,8.54,48090,1360,990,5.27,,,,19729,4.6,,,10454,207,217,4.75,154.74,79.06,7532.99,4522,6.35,,,9540,348,302,5.55,149.52,78.88,7655.22,6111,4.83,,,15290,76,22,8.23,164.64,89.11,7637.45,-785,3.2,3.16,-322.88,17556,880,848,7.39,170.43,81.24,7925.52,18018,3.37,,,,,,,,,,,,,
티앤엘,340570,건강관리장비와용품,5551,8128000,68300,20.81,14.06,4.17,0.81,155.31,1,95,719,223,196,24.17,9.13,649.26,1910.91,2410,19.63,0.85,16.6,816,243,211,21.53,10.3,495.32,2312.74,2598,13.93,1.24,17.2,1155,308,274,23.29,9.69,525.89,2838.46,3376,11.85,1.38,16.18,1488,450,394,26.87,,,,4857,14.06,,,365,126,100,25.32,13.88,356.09,2632.02,1235,15.98,,,300,84,76,25.78,10.74,495.59,2803.19,941,11.68,,,219,10,19,23.29,9.69,525.89,2838.46,233,11.85,1.38,234.5,248,72,71,21.98,15.99,324.39,2897.78,873,16.33,,,462,164,,,,,,1304,52.37,,
현대코퍼레이션,011760,무역회사와판매업체,2824,13228966,21350,3.1,2.87,0.42,2.81,16.67,20,113,37825,351,380,11.21,370.57,102.79,762.36,2857,5.88,3.57,19.07,61270,668,787,19.82,319.45,96.31,870.1,5950,2.72,3.7,9.16,65804,993,834,16.56,254.73,81.92,982.38,6326,2.98,3.18,8.61,66542,1108,981,15.8,,,,7451,2.87,,,15470,270,244,17.75,295.21,97.93,937.03,1850,3.71,,,16880,268,221,10.67,297.33,109.99,970.78,1681,4.81,,,15748,198,97,16.56,254.73,81.92,982.38,739,2.98,3.18,73.7,16133,280,347,16.98,276.7,85.31,1023.91,2626,2.56,,,16894,297,235,,,,,1923,11.11,,
비올,335890,건강관리장비와용품,6052,58419125,10360,25.33,19.62,9.55,0.17,155.31,10,102,184,54,44,19.2,12.76,763.92,371.88,80,28.43,,,311,129,115,35.06,14.38,687.5,578.61,198,16.26,0.31,5.07,425,223,216,44.89,11.83,843.31,939.6,370,22.99,0.21,4.81,610,329,312,42.92,,,,534,19.41,,,106,57,72,45.93,11.65,858.05,764.65,124,22.47,,,109,64,55,44.21,11.25,854.18,858.75,94,20.59,,,115,58,47,45.48,11.83,843.31,939.6,81,22.69,0.21,22.01,112,65,65,45.67,10.72,920.61,1032.58,111,26.54,,,146,73,79,,,,,136,76.4,,
영풍정밀,036560,기계,1843,15750000,11700,6.67,,0.58,5.13,22.9,20,112,787,85,118,3.91,18.28,254.59,2081.97,746,12.14,3.86,46.89,891,120,155,4.7,21.04,131.31,2213.6,985,12.08,3.36,40.62,1387,208,292,8.63,17.8,244.59,2484.32,1855,6.86,4.71,32.35,,,,,,,,,,,,398,67,67,7.09,18.51,181.61,2349.77,426,9.41,,,367,52,77,8.08,17.74,227.11,2447.86,490,8.21,,,369,45,45,8.63,17.8,244.59,2484.32,284,6.86,4.71,211.58,318,72,87,8.39,19.25,192.64,2475.23,555,6.9,,,,,,,,,,,,,
유나이티드제약,033270,제약,3904,16333822,23900,7.33,,0.89,1.76,97.72,0,91,2210,332,286,9.92,26.38,266.08,3870.63,1764,26.85,0.78,19.17,2625,482,453,14.18,23.69,278.27,4360.43,2787,8.16,1.76,12.99,2789,550,483,13.47,23.81,269.43,4882.17,2971,9.09,1.56,12.73,3023,635,587,14.97,,,,3598,6.64,,,685,160,144,14.08,26.13,257.22,4642.84,884,8.1,,,706,160,168,11.37,25.28,262.63,4850.29,1037,10.51,,,710,104,26,13.47,23.81,269.43,4882.17,159,9.09,1.56,237.11,732,169,192,14.37,23.88,267.02,5035.05,1180,7.24,,,742,162,135,,,,,827,28.92,,
효성중공업,298040,전기장비,34920,9324548,374500,22.81,18.39,3.24,0.67,23.78,21,112,30947,1201,765,6.35,287.86,58.05,1976.36,6178,9.44,,,35101,1432,291,1.07,325.44,63.59,2061.98,1096,71.2,,,43006,2578,1319,11.29,288.94,57.82,2290.72,12438,13.02,1.54,20.07,48327,3670,2188,16.34,,,,20368,18.39,,,11227,857,588,6.41,305.64,59.75,2143.3,5834,17.33,,,10394,946,564,8.79,307.03,56.27,2253.9,5552,18,,,12920,634,289,11.29,288.94,57.82,2290.72,2713,13.02,1.54,92.03,9845,562,262,15.05,301.11,52.94,2286.73,2323,17.29,,,12695,1017,658,,,,,5806,64.5,,
KPX홀딩스,092230,화학,2446,4224646,57900,4.15,,0.24,6.04,55.49,20,111,12387,541,823,5.79,32.53,130,3826.65,10928,5.81,4.72,25.54,12404,555,375,1.08,32.75,110.37,3874.69,2110,25.6,5.56,132.33,12070,654,1374,9.54,31.83,113.94,4330.59,19882,2.58,6.82,16.38,,,,,,,,,,,,2976,149,449,6.35,31.78,93.58,4277.96,6893,3.86,1.47,10.13,3101,208,53,3.94,31.13,111.53,4269.13,326,5.94,,,3047,150,268,9.54,31.83,113.94,4330.59,3492,2.58,5.36,73.29,2910,181,234,6.51,33.15,122.91,4382.23,3232,4.17,,,,,,,,,,,,,
현대위아,011210,자동차부품,15692,27195083,57700,14.07,8.36,0.45,1.47,7.32,9,99,75277,1027,561,1.96,109.72,156.71,2318.09,2292,34.87,0.88,29.84,82076,2121,435,1.99,102.12,142.71,2360.12,2405,20.56,1.42,28.51,85903,2292,525,2.73,81.22,147.54,2401.45,3363,19.36,1.31,24.76,88335,2814,1784,5.41,,,,6903,8.36,,,22851,652,14,-4.15,88.44,146.22,2362.21,278,-12.65,,,20990,683,193,-3.4,88.88,140.75,2377.91,793,-14.61,,,21112,448,186,2.73,81.22,147.54,2401.45,1719,19.36,1.31,48.45,21416,598,367,3.29,82.38,122.51,2410.85,1311,13.82,,,23040,773,651,,,,,2102,27.45,,
SNT홀딩스,036530,자동차부품,3636,16303886,22300,4.2,,0.29,3.59,7.32,0,90,14041,1256,1518,8.56,33.27,256.24,11463.33,4736,3.72,3.98,13.11,16295,1447,1156,5.31,40.86,194.72,12057.69,3153,4.98,4.46,19.69,18957,1790,1643,8.5,38.35,222,13001.03,5357,3.23,4.63,13.24,20430,1900,1710,8.03,,,,5459,4.09,,,4546,434,444,6.96,42.56,193.44,12571.64,1401,3.88,1.81,19,4857,483,511,6.26,41.98,192.55,12840.64,1641,3.85,,,5057,463,185,8.5,38.35,222,13001.03,736,3.23,2.89,60.23,3862,363,478,8.23,39.84,219.7,13277.61,1533,4.42,,,,,,,,,,,,,
