회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
효성중공업,298040,전기장비,22286,9324548,239000,19.22,9.05,2.06,1.05,26.46,30,137,30947,1201,765,6.35,287.86,58.05,1976.36,6178,9.44,,,35101,1432,291,1.07,325.44,63.59,2061.98,1096,71.2,,,43006,2578,1319,11.29,288.94,57.82,2290.72,12438,13.02,1.54,20.07,49238,4272,2726,20.3,,,,26400,9.53,,,8465,141,-122,1.73,337.44,59.42,2062.91,-1660,38.56,,,11227,857,588,6.41,305.64,59.75,2143.3,5834,17.33,,,10394,946,564,8.79,307.03,56.27,2253.9,5552,18,,,12920,634,289,11.29,288.94,57.82,2290.72,2713,13.02,1.54,92.03,10255,736,447,,,,,3772,66.67,,
삼아제약,009300,제약,1054,6370000,16540,5.18,,0.52,4.53,128.52,20,125,537,39,1,0.07,9.51,693.52,2546.71,19,851.21,1.81,1478.38,547,60,34,2,9.97,500.29,2578.48,532,36.34,1.29,44.99,817,183,119,6.76,12.5,470.43,2743.6,1870,8.9,2.4,20.5,,,,,,,,,,,,242,49,39,6.76,12.5,470.43,2743.6,615,8.9,2.4,62.31,247,79,68,8.63,12.36,481.13,2812.04,1068,6.46,,,250,68,55,11.16,12.45,496.49,2899.02,870,5.61,,,221,42,41,10.9,12.06,522.83,2963.05,640,5.1,,,,,,,,,,,,,
코리아에프티,123410,자동차부품,1612,27841064,5790,6.99,,0.96,2.07,10.35,20,123,4097,62,39,3.05,182.68,73.98,4655.34,132,22.01,1.03,22.69,4657,95,48,4.36,166.83,69,4852.24,200,16.52,1.81,29.95,5610,194,83,6.75,164.74,66.97,5256.75,336,7.1,3.35,23.83,6476,298,,,,,,740,6.91,,,1533,90,3,6.75,164.74,66.97,5256.75,16,7.1,3.35,489.51,1576,115,108,9.5,155.31,68.48,5570.24,393,5.78,,,1672,50,88,16.34,150.25,71.8,5892.27,322,4.1,,,1554,61,27,14.66,142.61,70.44,5988.14,96,3.85,,,,,,,,,,,,,
롯데웰푸드,280360,식품,11416,9434574,121000,16.19,9.28,0.52,2.48,12.01,13,116,21454,1085,363,2.88,100.96,80.52,39657.59,5438,22.16,1.33,29.4,32033,1124,439,2.89,94.41,87.02,34535.36,5931,20.65,1.88,43.23,40664,1770,678,3.46,95.98,105.54,35176.92,7476,16.56,2.42,37.6,42650,2280,1236,5.83,,,,13032,9.03,,,9596,186,0,3.17,101.94,99.51,34114.54,113,18.5,,,10406,486,124,2,96.26,94.53,34370.85,1425,28.86,,,10865,806,713,3.24,97.27,119.3,35854.43,7543,15.04,,,9796,292,-160,3.46,95.98,105.54,35176.92,-1605,16.56,2.42,-175.19,9863,335,170,,,,,1574,74.78,,
클래시스,214150,건강관리장비와용품,23264,63999519,36350,26.59,23.88,8.6,0.55,-43.2,9,111,765,406,382,36.06,11.13,543.3,1812.87,590,26.11,0.39,10.17,1006,517,438,30.47,32.14,306.97,2429.74,677,27.77,0.35,9.75,1418,689,754,38.33,44.37,287.62,3526.89,1164,15.81,0.63,9.91,1841,932,790,29.87,,,,1221,23.5,,,405,194,300,38.33,44.37,287.62,3526.89,464,15.81,0.63,24.87,390,199,188,39.36,46.27,271.35,3701.39,290,17.32,,,459,231,186,38.59,38.29,356.78,3987.89,286,24.3,,,482,247,212,37.45,33.91,442.31,4315.07,327,27.68,,,506,253,220,,,,,324,88.61,,
클리오,237880,화장품,4988,18071353,27600,20.6,13.87,2.33,1.45,62.21,0,102,2182,62,96,6.42,40.47,135.69,1810.77,561,31.73,0.56,17.31,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3291,329,275,13.68,,,,1527,18.79,,,724,52,32,5.66,28.11,145.49,2130.51,179,28.66,1.23,108.41,751,52,57,8.26,32.42,227.1,2154.76,315,27.74,,,810,65,54,9.21,31.88,223.15,2214.47,299,20.9,,,848,105,97,12.3,34.18,180.1,2323.96,547,21.65,,,882,108,77,,,,,452,63.51,,
에스티팜,237690,제약,16890,18808775,89800,86.26,45.93,4.39,0.56,122.87,32,133,1656,56,34,1.07,52.92,291.62,3310.2,178,784.24,0.36,283.94,2493,179,175,5.45,67.3,86.83,3430.74,957,91.54,0.57,52.25,2850,335,175,5.42,74.57,271.83,3845.76,1041,65.13,0.74,48.03,3198,436,342,9.38,,,,1955,48.03,,,506,37,29,6.13,70.74,68.95,3279.01,201,70.01,,,578,16,12,5.41,63.19,53.75,3385.58,71,81.21,,,559,67,34,3.25,71.16,110.4,3774.87,209,124.48,,,1206,215,101,5.42,74.57,271.83,3845.76,560,65.13,0.74,89.31,550,47,47,,,,,,,,
영원무역홀딩스,009970,섬유/의류/신발/호화품,12422,13635592,91100,2.99,,0.46,4.36,7.48,5,106,28510,3408,2345,7.64,42.62,244.08,18667.24,7690,4.91,3.18,13.28,32405,5705,4468,14.72,37.1,319.35,21701.46,16192,2.89,4.28,10.51,45339,10022,8981,23.98,37.71,263.22,27827.09,32330,1.9,4.97,8.03,44884,8977,6759,,,,,24865,4.14,,,13704,2957,2583,23.98,37.71,263.22,27827.09,9618,1.9,4.97,26.99,10120,2129,1863,24.25,43.25,216.59,28728.46,7103,1.86,,,11185,2383,1846,22.65,35.14,297.75,30116.7,6941,2.28,2.07,19.62,10509,2011,1879,19.27,41.3,217.43,31205.67,6807,2.64,,,12977,2579,,,,,,,,,
에스엠,041510,방송과엔터테인먼트,18164,23589522,77000,13.87,14.51,2.36,1.56,-519.04,11,110,5799,65,-803,-16.02,73.48,144.53,3459.88,-2992,-9.94,,,7016,675,1332,25.48,66.78,181.38,5031.75,5667,13.09,0.27,3.5,8508,910,820,12.19,65.1,174.04,5654.66,3363,22.81,1.56,35.47,9503,1340,1608,20.23,,,,6367,11.95,,,2588,227,19,12.19,65.1,174.04,5654.66,91,22.81,1.56,1315.53,2039,183,230,11.19,62.49,175.6,5639.23,896,30.08,,,2398,357,283,10.99,63.24,171.49,5851.22,1066,34.12,,,2663,505,842,18.12,61.99,159.78,6443.75,3495,23.12,,,2416,303,268,,,,,911,83.57,,
파마리서치,214450,건강관리장비와용품,9392,10320423,91000,12.16,9.88,2.14,1.04,14.59,0,98,1541,525,468,16.95,30.24,159,6060.78,4628,17.72,0.73,12.82,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2610,923,773,19.71,15.81,257.56,8453.44,7481,14.64,0.87,12.66,3143,1159,967,19.94,,,,9210,9.88,,,554,207,183,14.72,27.88,296.2,7131.36,1751,14.5,,,668,236,152,15.76,21.25,287.87,7616.92,1641,26.18,,,688,275,282,17.31,20.27,325.04,8148.08,2592,19.84,,,700,204,156,19.71,15.81,257.56,8453.44,1493,14.64,0.87,62.9,676,260,204,,,,,2141,42.5,,
티앤엘,340570,건강관리장비와용품,4129,8128000,50800,15.05,11,3.17,1.08,14.59,2,99,719,223,196,24.17,9.13,649.26,1910.91,2410,19.63,0.85,16.6,816,243,211,21.53,10.3,495.32,2312.74,2598,13.93,1.24,17.2,1155,308,274,23.29,9.69,525.89,2838.46,3376,11.85,1.38,16.18,1459,444,374,25.7,,,,4618,11.17,,,270,89,79,24.59,17.22,293.81,2407.27,967,15.37,,,365,126,100,25.32,13.88,356.09,2632.02,1235,15.98,,,300,84,76,25.78,10.74,495.59,2803.19,941,11.68,,,219,10,19,23.29,9.69,525.89,2838.46,233,11.85,1.38,234.5,307,102,,,,,,1120,46.09,,
영원무역,111770,섬유/의류/신발/호화품,18478,44311468,41700,2.95,4.33,0.57,3.12,7.48,12,108,24664,2597,1824,8.03,52.37,199.46,7976.94,3332,9.51,1.58,14.85,27925,4425,3343,14.71,45.74,266.69,9223.27,6727,6.49,2.29,14.72,39110,8230,7432,26.8,44.93,223.36,12069.73,15222,3.08,3.26,9.95,37262,6868,5610,17.41,,,,11969,4.26,,,10367,1931,1962,26.8,44.93,223.36,12069.73,4021,3.08,3.26,37.66,8406,1672,1417,26.93,53.06,178.73,12568.01,3040,2.85,,,10078,2106,1603,24.69,43.91,237.73,13077.65,3514,4.11,,,9988,1799,1644,20.63,49.89,188.33,13790.53,3564,3.42,,,8827,1315,782,,,,,2016,25.3,,
하이록코리아,013030,기계,3439,12856050,26750,7.32,,0.83,3.93,46.55,0,96,1467,189,195,5.77,9.11,1000.44,5101.79,1430,11.71,2.98,33.01,1829,407,344,9.38,8.37,820.26,5578.19,2487,8.24,2.93,22.78,1888,519,477,12.13,8.92,876.09,5931.94,3655,7.29,3.94,27.93,1926,535,483,11.11,,,,3718,7.25,,,457,112,125,11.44,12.2,674.74,5402.46,945,7.56,,,496,154,137,12.01,9.65,846.44,5616.06,1062,7.83,,,466,141,128,11.78,8.28,919.23,5825.64,975,7.84,,,469,112,87,12.13,8.92,876.09,5931.94,671,7.29,3.94,153.12,477,127,,,,,,887,30.39,,
TKG휴켐스,069260,화학,8163,40878588,19970,6.06,7.2,0.91,5.01,21.61,1,96,8612,934,776,11.06,31.92,257.25,1758.94,1851,12.51,4.32,50.71,12358,1171,866,12.03,27.16,265.03,1862.4,2119,9.44,5,44.29,10527,1212,1348,,30.85,202.42,2102.58,3297,6.52,4.65,28.47,10774,1280,1134,12.95,,,,2775,7.19,,,3146,486,451,,39.86,197.57,1885.32,1104,,,,2799,437,403,,23.66,275.51,1983.9,986,,,,2370,305,293,,27.76,221.46,2055.6,717,,,,2212,-16,200,,30.85,202.42,2102.58,490,6.52,4.65,191.38,2540,303,251,,,,,653,30.56,,
오리온홀딩스,001800,식품,8996,62645422,14360,10.5,,0.39,5.22,12.01,0,95,24151,3157,2253,4.23,28.18,155.1,6285.97,1373,11.62,4.08,38.5,29346,3998,3236,4.83,23.69,203.1,7310.42,1644,9.34,4.56,40.9,29538,4055,2904,3.93,18.95,276.59,7451.39,1367,10.68,5.14,52.69,32599,5111,3660,4.58,,,,1628,8.87,,,6762,857,679,4.83,20.94,236.84,6239.79,403,10.31,,,7175,965,609,4.58,21.76,238.26,7296.1,236,9.28,,,7847,1058,737,4.11,21.95,246.09,7352.72,283,10.55,,,7754,1174,879,3.93,18.95,276.59,7451.39,445,10.68,5.14,161.72,7716,1252,,,,,,,,,
SNT다이내믹스,003570,자동차부품,5719,33252697,17200,11.55,,0.55,4.07,13.94,0,95,3360,206,590,9.44,34.72,291.31,759.8,1774,5.05,4.46,15.13,4080,258,230,3.51,41.26,185.86,776.53,692,13.5,5.35,48.67,4860,416,495,7.29,50.84,196.99,820.88,1490,9.67,4.86,31.65,5486,538,550,,,,,1654,10,,,1028,91,109,4.38,38.1,204.19,780.06,327,10.09,,,1019,96,90,4.75,49.24,174.53,790.55,270,11.06,1.43,37.41,1344,154,135,3.98,48.31,175.24,802.36,405,13.98,,,1468,76,162,7.29,50.84,196.99,820.88,487,9.67,3.82,75.99,,,,,,,,,,,
한미약품,128940,제약,42661,12810991,333000,32.49,28.75,4.42,0.15,128.52,22,116,10759,490,173,1.65,126.24,57.32,2525.97,934,371.08,0.13,49.18,12032,1254,815,8.74,108.64,69.45,2682.8,5232,50.83,0.18,8.94,13315,1581,1016,9.89,90.7,62.76,2808.49,6463,45.24,0.16,7.37,14690,2130,1657,15.03,,,,10944,30.89,,,3612,599,497,12.25,86.82,70.17,2869.91,3368,30.23,,,3427,332,187,11.62,76.95,53.86,2914.42,1091,38.02,,,3646,575,605,14.3,72.78,61.66,3088.62,4270,28.62,,,4224,701,364,16,72.57,49.36,3164.88,2685,30.88,0.14,,3942,607,471,,,,,2906,114.92,,
정다운,208140,식품,936,32684246,2865,2.87,,0.77,10.47,12.01,12,105,1536,202,111,14.8,97.9,130.98,2356.23,343,8.59,3.4,29.31,1826,184,153,17.63,80.5,127.69,2728.02,470,4.55,4.68,21.29,1855,358,327,30.34,59.72,149.46,3611.78,999,2.8,10.71,30.04,2000,400,,,,,,1025,2.8,,,396,58,40,18.64,84.03,125.49,2748.81,121,4.51,,,499,153,135,23.91,72.35,140.85,3152.17,403,3.51,,,509,92,78,26.27,66.81,148.85,3394.84,243,2.92,,,452,55,75,30.34,59.72,149.46,3611.78,232,2.8,10.71,129.43,,,,,,,,,,,
메리츠금융지주,138040,증권,171239,203372114,84200,7.95,7.5,1.72,2.8,7.18,11,103,284706,13721,9253,16.06,911.51,,9535.09,3587,2.74,9.17,24.19,356286,17950,13832,22.32,1091.74,,9717.3,5889,7.47,0.48,3.35,703656,22009,16404,30.32,1457.41,,8465.4,8155,5.24,0.25,1.2,,29885,22302,35.16,,,,11133,6.44,,,174559,3909,2637,30.32,1457.41,,8465.4,1361,5.24,0.25,7.33,175005,8068,6037,24.59,938.27,,9787.94,3355,4.19,,,131072,7600,5766,26.78,927.93,,8535.14,2784,4.02,,,127368,8087,5802,29.84,856.25,,9226.84,2772,5.21,,,,5719,,,,,,1970,36.39,,
KPX홀딩스,092230,화학,2450,4224646,58000,2.92,,0.24,6.03,21.61,20,112,12387,541,823,5.79,32.53,130,3826.65,10928,5.81,4.72,25.54,12404,555,375,1.08,32.75,110.37,3874.69,2110,25.6,5.56,132.33,12070,654,1374,9.54,31.83,113.94,4330.59,19882,2.58,6.82,16.38,,,,,,,,,,,,2945,147,604,1.7,35.24,91.54,4020.07,9172,15.24,,,2976,149,449,6.35,31.78,93.58,4277.96,6893,3.86,1.47,10.13,3101,208,53,3.94,31.13,111.53,4269.13,326,5.94,,,3047,150,268,9.54,31.83,113.94,4330.59,3492,2.58,5.36,73.29,,,,,,,,,,,
한국타이어앤테크놀로지,161390,자동차부품,67512,123875069,54500,11.77,7.11,0.7,2.39,10.35,1,93,64531,6283,3852,5.12,43.8,150.53,12331.94,3006,13.11,1.65,21.3,71411,6422,5947,7.57,42.69,166.7,13164.59,4748,8.36,1.76,14.52,83942,7058,7058,8.14,41.75,129.33,14291.55,5572,5.59,2.57,14.14,90068,11728,8099,8.68,,,,6450,7.61,,,22638,2120,483,8.14,41.75,129.33,14291.55,360,5.59,2.57,219.1,21041,1909,959,7.85,38.37,148.66,14289.42,743,6.32,,,22635,2482,1415,5.66,34.09,164.74,14516.32,1122,8.46,,,23401,3964,3003,6.17,34.12,190.32,14998.08,2408,8.55,,,22991,3365,3034,,,,,2159,22.75,,
삼영무역,002810,화학,2552,18466948,13820,4.36,,0.5,4.34,36.85,9,101,3924,224,347,7.59,26.57,261.81,4021.84,1526,9.18,3.57,31.28,4670,240,449,10.12,24.7,253.44,4364.49,2184,6.62,3.81,24.04,4925,194,577,12.23,21.91,245.46,4849.42,2915,4.27,4.82,19.65,5150,258,,,,,,2231,6.15,,,1231,67,224,12.23,21.91,245.46,4849.42,1168,4.27,4.82,49.04,1111,45,129,12.41,23.82,258.29,4860.47,629,4.48,,,1203,48,139,12.74,20.16,286.29,4998.34,688,4.24,,,1212,38,137,12.48,23.56,241.54,5135.56,686,3.96,,,,,,,,,,,,,
비올,335890,건강관리장비와용품,5456,58419125,9340,25.24,18.79,9.42,0.19,14.59,17,108,184,54,44,19.2,12.76,763.92,371.88,80,28.43,,,311,129,115,35.06,14.38,687.5,578.61,198,16.26,0.31,5.07,425,223,216,44.89,11.83,843.31,939.6,370,22.99,0.21,4.81,616,321,290,40.1,,,,497,16.75,,,95,45,42,41.12,17.54,707.76,649.39,71,19.23,,,106,57,72,45.93,11.65,858.05,764.65,124,22.47,,,109,64,55,44.21,11.25,854.18,858.75,94,20.59,,,115,58,47,45.48,11.83,843.31,939.6,81,22.69,0.21,22.01,105,52,58,,,,,98,84.56,,
지앤비에스 에코,382800,반도체와반도체장비,1635,30104012,5430,9.23,,1.78,,11.35,5,96,521,106,103,26.88,21.37,570.77,1375.52,432,11.6,,,656,147,148,23.03,22.88,320.78,1767.71,509,5.45,,,893,183,176,21.5,27.06,273.33,498.33,588,9.58,,,1300,299,238,,,,,791,7.12,,,243,49,46,25.3,22.08,366.71,1827.4,154,8.32,,,306,64,48,24.63,37.91,203.54,1974.7,162,8.41,,,204,50,47,24.88,30.14,259.22,2091.53,158,13.02,,,141,19,34,21.5,27.06,273.33,498.33,114,9.58,,,,,,,,,,,,,
제이시스메디칼,287410,건강관리장비와용품,5728,76469405,7490,22.84,13.87,5.94,,14.59,9,100,813,236,135,42.44,55.41,181.44,472.86,192,40.48,,,1165,340,270,42.89,47.73,203.52,847.36,380,22.39,,,1430,363,251,28.44,47.86,288.68,1112.42,328,31.95,,,1793,530,414,34.84,,,,540,13.82,,,291,76,67,38.75,47.09,237.66,972.78,92,22.65,,,352,96,62,33.22,39.8,253.34,1055.14,81,28.97,,,391,102,81,33.26,42.88,213.58,1059.89,104,33.32,,,397,88,41,28.44,47.86,288.68,1112.42,52,31.95,,,372,107,84,,,,,93,80.35,,
