회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
골프존,215000,호텔/레스토랑/레저,8735,6275415,139200,7.62,,2.34,,-598.83,10,124,2470,323,162,8.21,56.26,68.53,6247.03,2584,26.67,2.98,79.31,2985,516,375,18.02,62.83,60.11,7054.82,6098,11.36,3.61,40.98,4403,1077,764,29.79,65.67,83.96,8987.23,12161,14.37,2,28.77,6354,1673,1286,37.6,,,,20469,6.86,,,1121,120,38,29.79,65.67,83.96,8987.23,448,14.37,,,1539,507,380,34.84,70.07,76.81,9534.91,6237,10.52,,,1462,456,352,35.61,60.42,96.7,10672.1,5719,7.92,,,1761,449,365,35.26,56.94,91.51,11843.62,5858,5.92,,,1563,254,199,,,,,,,,
롯데정밀화학,004000,화학,15222,25800000,59000,4.95,4.92,0.67,5.93,17.05,13,126,13113,1897,1684,11.73,20.06,83.06,1080.74,6526,6.92,3.77,25.72,12636,1392,1988,12.65,13.63,126.15,1201.68,7705,7.16,2.72,19.22,17803,2445,5855,30.43,23.87,178.06,1627.58,22692,3.31,3.07,10.01,25235,4172,1382,6.65,,,,5805,9.7,,,5226,849,2259,30.43,23.87,178.06,1627.58,8757,3.31,,,6523,1103,296,30.07,25.78,199.07,1605.09,1146,3.56,,,6863,1295,292,24.7,20.43,220.37,1627.71,1131,3.45,,,6285,1204,225,14.63,14.17,259.95,1651.28,874,4.73,,,5563,571,534,,,,,2667,21.11,,
이오테크닉스,039030,반도체와반도체장비,10188,12319550,82700,11.81,11.55,1.86,,8.5,3,116,2065,71,118,3.17,13.36,260.94,6225.4,983,105.13,0.15,15.27,3251,385,216,5.38,17.41,255.94,6557.66,1733,67.51,0.26,17.17,3909,781,723,16.29,16.76,277.23,7665.05,5835,20.48,0.75,15.3,4400,943,892,17.09,,,,7163,11.07,,,852,91,103,16.29,16.76,277.23,7665.05,859,20.48,,,1039,225,203,16.6,19.71,246.57,7813.55,1635,17.8,,,1222,310,254,16.64,17.2,279.87,8214.3,2004,12.56,,,1158,235,312,17.17,15.82,321.12,8714.77,2502,8.38,,,983,185,104,,,,,1128,70.28,,
기아,000270,자동차,289835,405363347,71500,6.27,4.46,0.73,4.9,6.35,10,122,581460,20097,18267,6.5,90.99,68.09,1298.17,4506,9.83,2.6,25.24,591681,20665,14876,5.05,102.37,82.27,1350.39,3670,17,1.6,26.95,698624,50657,47603,14.69,91.48,95.75,1561.65,11744,7,3.65,25.27,868933,69526,54129,14.51,,,,13391,4.8,,,171884,11751,12477,14.69,91.48,95.75,1561.65,3078,7,,,183572,16065,10326,14.49,95.69,94.17,1560.2,2548,6.3,,,218760,22341,18810,15.08,91.74,97.22,1654.92,4640,5.92,,,231616,7682,4589,12.63,92.59,95.11,1683,1132,6.31,,,235125,23489,22090,,,,,5120,12.56,,
해성디에스,195870,반도체와반도체장비,6996,17000000,41150,4.34,5.35,1.66,,8.5,7,119,3814,270,182,9.06,56.61,88.45,145.34,1078,14.65,2.22,32.46,4587,435,300,13.62,65.29,89.53,172.75,1764,13.83,1.84,25.51,6554,863,711,27.09,61.37,106.49,246.25,4192,11.65,1.23,14.31,8648,2112,1757,46.63,,,,10345,3.97,,,1875,299,242,27.09,61.37,106.49,246.25,1431,11.65,,,1996,483,398,36.5,59.91,115.24,281.03,2339,8.71,,,2162,541,458,43,61.6,121.24,334.92,2695,7.92,,,2243,574,515,46.61,51.77,140.16,395.5,3027,4.4,,,2292,510,448,,,,,2547,16.14,,
하이브,352820,방송과엔터테인먼트,81714,41353387,197600,29.87,31.17,2.47,,38.4,1,113,5872,987,724,56.47,109.19,161.37,20569.19,2574,,,,7963,1455,871,12.52,60.51,424.84,6604.12,2811,56.35,,,12559,1902,1408,6.83,63.82,216.01,13180.02,3606,96.79,,,16771,2371,2674,8.71,,,,6340,29.89,,,4579,738,536,6.84,63.82,216.01,13180.02,1288,96.62,,,2850,371,307,7.33,59.07,199.53,13707.3,787,79.65,,,5122,883,989,9.14,59.78,146.91,14167.53,2363,25.61,,,4455,606,931,10.23,55.95,228.07,14478.11,2166,20.4,,,4344,510,462,,,,,1077,176,,
인탑스,049070,핸드셋,5048,17200000,29350,4.27,,0.74,,14.82,4,116,9105,707,604,8.5,32.88,185.19,4979.32,2073,6.22,1.94,12.06,7778,650,547,8.95,31.21,202.07,5405.72,2347,12.84,0.83,10.53,10520,876,808,15,29.4,220.27,6239.35,4371,7.38,1.46,10.35,12670,1306,1198,17.47,,,,5826,4.97,,,2528,195,155,15,29.4,220.27,6239.35,778,7.38,,,4215,754,626,19.23,45.22,177.14,6819.56,3304,6.06,,,2803,303,298,20.64,23.95,270.38,7144.89,1635,3.85,,,2335,235,228,20.16,24.37,170.84,7327.12,1151,4.43,,,1758,110,,,,,,,,,
LS,006260,전기장비,21316,32200000,66200,5.32,4.67,0.49,,15.12,20,132,101518,3494,928,0.8,152,101.17,1934.4,787,60.76,3.03,158.94,104443,4192,1947,3.94,162.12,105.92,1989.5,3939,18.12,2.03,31.74,130891,5837,3521,8.15,168.05,93.65,2177.57,8627,6.27,2.68,14.49,179679,7275,5357,12.17,,,,14183,4.6,,,35135,1074,792,8.15,168.05,93.65,2177.57,2379,6.27,,,37133,1677,1402,10.06,182.35,89.86,2226.8,3674,4.9,,,41200,1964,913,9.08,186.03,84.61,2268.61,2180,6.38,,,38587,1784,1473,11.13,217.59,73.28,2330.36,4211,4.56,,,64069,2188,1205,,,,,5672,11.51,,
원익머트리얼즈,104830,화학,3751,12608000,29750,6.04,,0.84,,17.05,0,112,2208,360,281,9.55,16.68,114.94,4773.43,2229,13.61,0.49,6.73,2768,459,331,10.26,18.16,136.23,5266.56,2628,13.34,0.57,7.61,3107,505,528,14.45,18.01,138.57,6071.24,4188,8.45,1.13,9.55,5600,912,798,18.57,,,,6325,4.6,,,895,136,61,14.45,18.01,138.57,6071.24,485,8.45,,,1025,159,146,14.95,18.62,133.42,6222.79,1158,8.08,,,1323,230,203,13.65,25.71,97.07,6545.19,1612,7.51,,,1539,258,210,14.95,32.07,61.88,6879.1,1670,5.04,,,1703,268,,,,,,,,,
에스디바이오센서,137310,건강관리장비와용품,31106,104383353,29800,2.25,,0.91,,9.5,0,111,737,9,14,,21.85,256.73,2439.59,17,,,,16862,7383,6216,139.97,92.94,116.38,1504.85,6597,,,8.11,29300,13640,10644,72.47,36.39,200.44,4298.27,10864,5.15,2.26,12.03,29818,13428,12962,47.83,,,,12536,2.32,,,4438,1479,1294,72.47,36.39,200.44,4298.27,1263,5.15,,,13884,6196,4749,59.23,48.87,192.71,5024.84,4594,5.09,,,7950,3481,3386,53.38,25.42,317.09,5683.36,3293,3.44,,,5512,2934,4217,50.37,15.62,441.09,6362.22,4080,2.01,,,2472,,,,,,,,,,
세아제강지주,003030,철강,5985,4141657,144500,2.18,,0.37,,4.01,10,121,26439,631,147,-0.32,81.06,80.35,4305.56,-742,-63.9,3.16,-197.27,23064,671,338,1.76,74.01,94.3,4373.8,4124,10.8,3.37,35.48,28417,2990,2267,16.14,82.71,86,5228.14,42486,2.42,1.7,4.02,39040,6490,4820,28.45,,,,96097,1.7,,,8202,680,456,16.14,82.71,86,5228.14,8295,2.42,,,9161,1110,805,18.45,90.04,82.12,5477.84,14217,2.36,,,10344,1485,1134,18.51,84.95,95.63,5888.48,20602,2.5,,,10043,1730,1305,20.18,79.28,86.77,6353.76,23302,2.27,,,9490,2160,,,,,,37908,4.3,,
심텍,222800,전자장비와기기,10225,31854143,32100,3.58,3.38,1.66,,12.38,30,140,10002,-179,-394,-19.5,420.02,19.36,1261.4,-1483,-7.95,1.29,-10.12,12014,897,565,25.12,170.48,21.3,1597.71,1943,11.76,1.4,18.41,13658,1743,1183,35.13,124.89,26.96,2078.92,3616,12.63,1.1,13.59,17648,3952,3034,57.73,,,,9492,3.33,,,3921,774,415,35.13,124.89,26.96,2078.92,1286,12.63,,,4177,848,607,48.26,142.49,46.24,2343.33,1902,10.53,,,4774,1147,848,58.9,122.95,63.83,2837.87,2658,4.95,,,4743,1166,993,58.45,103.13,73.78,3418.38,3112,3.29,,,3955,790,730,,,,,1987,15.9,,
대창단조,015230,기계,1969,28572230,6890,4.99,,0.72,,19,0,109,2773,187,156,8.12,25.23,294.45,1207.29,505,5.71,3.81,20.73,2645,192,148,7.2,25.37,319.45,1280.77,465,7.46,2.59,17.54,3544,295,282,13.3,31.39,169.28,1450.92,932,4.24,3.42,13.12,4190,500,470,18.17,,,,1505,4.54,,,1097,104,84,14.13,31.39,169.28,1450.92,279,3.98,,,957,112,87,12.81,38.75,143.15,1483.28,279,4.91,,,1027,133,136,15.45,30.49,189.29,1568.42,413,4.74,,,1076,128,126,17.39,32.66,188.4,1650.57,410,3.63,,,,,,,,,,,,,
로체시스템즈,071280,반도체와반도체장비,1413,15296603,9240,8.55,,1.39,,8.5,1,110,798,43,12,1.84,83.62,157.59,778.95,78,68.89,,,1802,93,84,12.08,61.44,88.53,884.8,548,11.77,,,1102,133,95,12.05,47.84,150.81,1016.53,618,9.85,0.33,3.15,1506,307,195,20.85,,,,1275,6.94,,,272,14,17,12.05,47.84,150.81,1016.53,114,9.85,,,397,63,54,16.14,43.76,156.59,1082.37,350,6.49,,,337,71,42,17.03,28.58,190.01,1147.29,278,6.28,,,398,122,52,18.32,26.93,199.55,1215.11,339,6.11,,,374,51,47,,,,,,,,
유니퀘스트,077500,반도체와반도체장비,2747,27355975,10040,3.77,,0.72,,8.5,10,119,3353,69,224,12.68,63.08,96.2,1470.37,935,7.14,2.25,15.71,4028,90,205,10.8,60.54,109.59,1636.2,878,16.75,0.85,13.96,5910,245,604,23.53,58.94,98.68,2069.47,2289,5.29,2.48,12.76,6979,372,540,17.33,,,,2066,4.7,,,1515,57,275,23.53,58.94,98.68,2069.47,973,5.29,,,1665,108,208,26.01,64.27,106.44,2170.43,797,4.19,,,1691,88,98,24.4,70.45,101.12,2249.48,396,3.38,,,1774,91,128,22.62,77.95,83.17,2348.79,498,2.85,,,1850,85,,,,,,,,,
하이록코리아,013030,기계,2954,13613232,21700,9.37,,0.75,,19,0,108,1421,149,136,3.81,9.24,1059.21,4921.09,947,20.28,2.6,52.81,1382,162,65,1.57,9.6,945.7,4895.39,388,34.67,3.72,121.71,1467,189,195,5.77,9.11,1000.44,5101.79,1430,11.71,2.98,33.01,1722,328,330,9.04,,,,2380,9.12,,,359,40,47,5.77,9.11,1000.44,5101.79,343,11.71,,,343,52,51,5.98,10.38,795.16,5101.56,378,12.13,,,512,104,102,7.72,8.8,911.56,5272.27,736,9.54,,,434,102,118,8.87,8.79,842.43,5466.82,859,9.07,,,455,110,137,,,,,,,,
삼성SDI,006400,전기제품,501981,68764530,730000,29.94,24.87,2.99,0.14,75.22,10,118,100974,4622,4024,2.94,56.81,91.58,3338.5,5066,46.59,0.42,18.78,112948,6713,6310,4.54,61.2,76.87,3481.82,8166,76.91,0.16,11.65,135532,10676,12504,8.45,69.99,76.72,3789.74,16621,39.41,0.15,5.72,200310,18764,19672,11.91,,,,26649,25.78,,,38159,2657,3916,8.45,69.99,76.72,3789.74,5194,39.41,,,40494,3223,3627,9.8,72.44,80.49,3870.94,5066,30.13,,,47408,4290,4092,10.29,79.72,80.09,3980.64,5560,24.82,,,53680,5659,6383,11.15,79.61,81.61,4149.66,8566,22.39,,,58328,5333,5540,,,,,7121,96.47,,
SGC에너지,005090,에너지장비및서비스,4601,14677004,31350,5.11,4.36,0.71,,-548.56,20,127,2842,11,4,-0.07,122.61,18.87,1054.03,-41,-745.42,3.28,-2251.87,1065,70,317,7.5,294.72,45.32,707.51,4906,8,3.82,69.16,18984,1522,985,10.22,250.49,57.8,759.04,4082,11.59,3.17,36.07,27966,2186,1448,16.26,,,,7060,4.33,,,6648,628,440,10.22,250.49,57.8,759.04,2217,11.59,,,6204,740,542,14.04,246.24,65.65,779.17,2452,8.95,,,6692,215,74,13.3,232.91,61.13,778.64,-51,6.86,,,7076,468,301,15.02,242.07,68.06,809.61,1522,5.01,,,8203,759,500,,,,,3085,9.9,,
TYM,002900,기계,3938,152353747,2585,3.25,,1.04,,19,25,131,6174,137,52,5.07,327.31,46.15,123.88,54,24.11,,,7133,291,64,2.98,284.73,55.17,131.37,28,56.19,,,8415,353,395,14.28,183.88,37.82,184.17,189,9.33,1.13,10.87,11564,1228,1198,39.46,,,,787,3.26,,,1795,-52,109,14.28,183.88,37.82,184.17,60,9.33,,,3005,363,316,24.57,194.84,50.08,221.92,208,5.78,,,3902,567,467,36.39,167.32,66.68,283.5,307,4.41,,,2362,245,335,40.79,143.19,59.87,324.13,220,2.56,,,2296,52,93,,,,,53,48.85,,
HMM,011200,해운사,107833,489039496,22050,0.94,1.1,0.49,,1.25,16,121,55131,-2997,-5898,-55.46,556.71,74.22,-180.13,-1860,-1.91,,,64133,9808,1240,8.92,455.11,65.9,-176.08,384,36.32,,,137941,73775,53372,88.62,72.58,310.18,212.9,13754,1.96,2.23,5.5,183729,98623,99695,64.89,,,,20069,1.09,,,44430,26985,26727,88.62,72.58,310.18,212.9,5732,1.96,,,49187,31486,31317,106.86,59.71,388.54,328.06,6404,1.5,,,50340,29371,29331,98.28,45.66,502.96,447.5,5998,1.03,,,51062,26010,26053,76.55,36.85,550.97,554.02,5327,0.79,,,33440,11649,5346,,,,,3057,7.18,,
LIG넥스원,079550,우주항공과국방,17666,22000000,80300,9.63,10.89,1.84,,31.94,21,121,14527,181,32,,265.55,65.69,410.37,145,218.25,1.9,414.4,16003,637,579,8.86,285.96,64.87,453.39,2631,11.59,2.95,33.69,18222,972,1051,14.63,237.59,58.36,532.75,4775,14.37,1.75,24.89,22189,1924,1622,19.42,,,,7373,10.84,,,5730,201,220,14.63,237.59,58.36,532.75,1002,14.37,,,4272,505,417,17.5,252.23,56.47,546.26,1897,12.47,,,4903,472,442,18.86,253.78,55.03,585.9,2007,10.63,,,6955,583,755,21.68,228.07,58.72,654.06,3432,10.83,,,6160,369,190,,,,,536,148.97,,
에스엘,005850,자동차부품,12379,46448520,26650,10.02,6.41,0.74,,10.49,10,108,22622,436,871,7.25,64.91,126.96,5691.15,1921,9.45,2.2,21.65,25050,932,642,4.74,64.12,123.62,5940.88,1362,11.93,3.08,35.06,30011,1105,962,6.63,69.08,120.29,6207.21,2001,15.59,1.6,23.88,41026,2421,2012,12.25,,,,4156,6.38,,,8281,-55,-113,6.63,69.08,120.29,6207.21,-236,15.59,,,8448,410,405,5.59,74.57,98.88,6321.08,841,14.3,,,10160,784,608,6.77,71.66,105.68,6873.16,1264,14.31,,,10714,485,437,7.92,75.63,101.31,7006.25,809,12.15,,,11414,670,435,,,,,1099,24.11,,
티씨케이,064760,반도체와반도체장비,12784,11675000,109500,13.54,,3.22,,8.5,6,104,1714,592,468,23.15,13.79,397.46,3676.58,4011,16.43,1.37,22.44,2282,803,605,24.65,14.09,455.6,4533.22,5183,24.17,0.88,21.22,2708,1034,819,26.85,14.78,491.64,5716.06,7014,21.17,0.96,20.39,3227,1312,997,26.32,,,,8540,12.79,,,728,270,207,26.85,14.78,491.64,5716.06,1771,21.17,,,778,291,228,27.54,16.71,446.16,5820.48,1952,17.84,,,849,336,259,27.03,12.32,585.99,6264.02,2218,14.52,,,822,351,251,26.4,10.79,665.04,6693.2,2146,10.92,,,778,334,259,,,,,2218,49.22,,
바이오플러스,099430,제약,4704,57930864,8120,25.45,,4.37,0.86,83.69,2,100,170,69,56,44.6,17.66,228.53,443.3,115,,,,244,123,97,41.85,33.01,224.46,750.23,194,,,,374,182,107,20,9.86,663.33,1104.64,206,33.36,,,561,260,201,22.48,,,,345,23.35,,,111,46,32,18.78,9.86,663.33,1104.64,57,35.5,,,120,56,44,18.65,10.59,611.82,1167.25,78,37.36,,,141,66,53,19.44,8.25,787.03,1271.63,93,27.98,,,141,64,51,19.67,6.88,972.49,1374.88,91,21.9,,,160,74,54,,,,,97,83.28,,
에스제이그룹,306040,섬유/의류/신발/호화품,1798,9865828,18220,5.89,,1.44,,9.28,0,98,1095,164,131,33.03,32.33,290.83,4118.7,1783,11.29,0.66,9.98,1071,180,156,20.6,51.47,325.49,1599.05,1587,9.9,0.89,8.75,1497,291,232,24.74,53.4,213.7,2049,2347,9.18,2.09,19.03,1988,386,320,26.69,,,,3188,5.76,,,437,76,63,24.74,53.4,213.7,2049,637,9.18,,,479,98,77,26,55.4,275.75,2116.19,783,9.8,,,569,150,116,27.38,47.47,353.47,2352.23,1180,7.34,,,440,60,49,27.59,54.96,263.55,2451.1,494,5.69,,,502,80,,,,,,,,,
