회사명,종목코드,업종,시가총액,상장주식수,현재가격,PER,예상PER,PBR,배당수익률,동일업종 PER,감점합계,가점합계,매출(3년 전),영업이익(3년 전),당기순이익(3년 전),ROE(3년 전),부채비율(3년 전),당좌비율(3년 전),자본유보율(3년 전),EPS(3년 전),PER(3년 전),시가배당률(3년 전),배당성향(3년 전),매출(2년 전),영업이익(2년 전),당기순이익(2년 전),ROE(2년 전),부채비율(2년 전),당좌비율(2년 전),자본유보율(2년 전),EPS(2년 전),PER(2년 전),시가배당률(2년 전),배당성향(2년 전),매출(1년 전),영업이익(1년 전),당기순이익(1년 전),ROE(1년 전),부채비율(1년 전),당좌비율(1년 전),자본유보율(1년 전),EPS(1년 전),PER(1년 전),시가배당률(1년 전),배당성향(1년 전),매출(올해 예상),영업이익(올해 예상),당기순이익(올해 예상),ROE(올해 예상),부채비율(올해 예상),당좌비율(올해 예상),자본유보율(올해 예상),EPS(올해 예상),PER(올해 예상),시가배당률(올해 예상),배당성향(올해 예상),매출(4분기 전),영업이익(4분기 전),당기순이익(4분기 전),ROE(4분기 전),부채비율(4분기 전),당좌비율(4분기 전),자본유보율(4분기 전),EPS(4분기 전),PER(4분기 전),시가배당률(4분기 전),배당성향(4분기 전),매출(3분기 전),영업이익(3분기 전),당기순이익(3분기 전),ROE(3분기 전),부채비율(3분기 전),당좌비율(3분기 전),자본유보율(3분기 전),EPS(3분기 전),PER(3분기 전),시가배당률(3분기 전),배당성향(3분기 전),매출(2분기 전),영업이익(2분기 전),당기순이익(2분기 전),ROE(2분기 전),부채비율(2분기 전),당좌비율(2분기 전),자본유보율(2분기 전),EPS(2분기 전),PER(2분기 전),시가배당률(2분기 전),배당성향(2분기 전),매출(1분기 전),영업이익(1분기 전),당기순이익(1분기 전),ROE(1분기 전),부채비율(1분기 전),당좌비율(1분기 전),자본유보율(1분기 전),EPS(1분기 전),PER(1분기 전),시가배당률(1분기 전),배당성향(1분기 전),매출(다음분기 예상),영업이익(다음분기 예상),당기순이익(다음분기 예상),ROE(다음분기 예상),부채비율(다음분기 예상),당좌비율(다음분기 예상),자본유보율(다음분기 예상),EPS(다음분기 예상),PER(다음분기 예상),시가배당률(다음분기 예상),배당성향(다음분기 예상)
하이록코리아,013030,기계,3632,12856050,28250,9.27,,0.97,2.12,28.39,0,111,1382,162,65,1.57,9.6,945.7,4895.39,388,34.67,3.72,121.71,1467,189,195,5.77,9.11,1000.44,5101.79,1430,11.71,2.98,33.01,1829,407,344,9.38,8.37,820.26,5578.19,2487,8.24,2.93,22.78,2179,448,402,10.16,,,,3074,9.19,,,512,104,102,7.72,8.8,911.56,5272.27,736,9.54,,,434,102,118,8.87,8.79,842.43,5466.82,859,9.07,,,540,148,72,9.38,8.37,820.26,5578.19,514,8.24,,,457,112,125,11.44,12.2,674.74,5402.46,945,7.56,,,545,112,100,,,,,,,,
태광,023160,기계,5592,26500000,21100,11.78,10.27,1.1,0.81,28.39,10,115,1884,-31,-50,-1.18,8.81,438.91,3195.05,-189,-40.46,0.65,-25.78,1851,135,185,3.55,11.5,371.24,3288.01,574,18.89,0.92,17,2497,454,368,7.81,13.31,289.48,3619.73,1350,11.93,1.06,12.29,3198,672,544,10.82,,,,2055,10.27,,,565,119,124,6.71,11.38,377.38,3417.29,456,12.32,,,679,104,87,6.93,12.7,335.12,3564.91,328,13.85,,,763,165,72,7.81,13.31,289.48,3619.73,276,11.93,,,839,199,209,10.14,11.7,335.06,3733.52,732,9.45,,,802,173,146,,,,,,,,
코윈테크,282880,기계,3988,10033718,39750,57.86,,2.89,0.24,28.39,10,115,454,6,25,2.51,28.03,258.98,2207.77,254,87.82,0.83,70.25,1063,66,74,5.47,57.7,192.44,2253.57,556,54.53,0.31,16.45,2012,148,100,4.3,84.15,124.83,2622.22,493,46.67,0.42,19.1,3545,454,387,16.3,,,,2223,17.89,,,405,25,25,5.67,72.75,146.09,2241.7,63,41.58,,,491,13,21,5.52,104.49,133.93,2263.1,104,42.09,,,459,60,6,4.3,84.15,124.83,2622.22,32,46.67,,,694,72,84,5.75,79.37,122.32,2706.5,488,44.34,,,969,132,115,,,,,598,66.47,,
파마리서치,214450,건강관리장비와용품,13437,10296563,130500,26.95,18.64,3.65,0.51,40.23,1,105,1087,334,325,14.42,20.96,175.88,5026.43,3287,17.4,0.87,15.07,1541,525,468,16.95,30.24,159,6060.78,4628,17.72,0.73,12.82,1948,659,434,12.5,28.63,330.8,6891.74,4013,17.42,0.94,16.23,2386,865,715,19.06,,,,7000,18.64,,,497,174,98,14.33,29.16,156.53,6325.35,997,16.09,,,462,165,166,14.98,28.73,134.41,6669.94,1723,12.31,,,536,168,72,12.5,28.63,330.8,6891.74,372,17.42,,,554,207,183,14.72,27.88,296.2,7131.36,1751,14.5,,,579,210,183,,,,,1628,80.16,,
클리오,237880,화장품,3668,18071353,20300,24.37,17.15,1.85,0.99,152.9,0,104,2182,62,96,6.42,40.47,135.69,1810.77,561,31.73,0.56,17.31,2327,139,93,5.78,39.91,86.25,1950.96,535,34.14,0.82,27.34,2725,179,101,5.66,28.11,145.49,2130.51,565,28.66,1.23,34.57,3279,253,215,10.79,,,,1184,17.14,,,662,45,29,5.64,30.71,100.34,2057.8,160,25.64,,,679,46,32,3.01,31.8,227.49,2093.63,179,47.99,,,724,52,32,5.66,28.11,145.49,2130.51,179,28.66,,,751,52,57,8.26,32.42,227.1,2154.76,315,27.74,,,796,65,54,,,,,315,64.36,,
아이디피,332370,컴퓨터와주변기기,532,13273726,4010,5.1,,1.05,3.74,192.26,21,124,187,20,16,5.35,6.43,958.07,1030.8,139,28.44,1.01,32.79,261,39,43,10.86,12.48,465.92,1143.25,321,12.18,1.92,23.39,431,124,104,22.51,13.56,519.41,661.9,778,5.83,3.3,19.27,480,129,113,20.41,,,,851,4.71,,,107,33,31,17.81,14.43,485.06,1264.3,230,6.61,,,121,39,40,22.96,15.73,453.76,641.53,299,4.92,,,117,29,14,22.51,13.56,519.41,661.9,102,5.83,,,93,19,21,22.47,15.32,467.07,663.01,156,5.22,,,,,,,,,,,,,
화천기공,000850,기계,828,2200000,37650,2.07,,0.24,6.64,28.39,33,135,1617,14,45,1.52,27.76,206.95,1956.87,2053,15.78,2.31,36.54,2040,33,93,3.08,37.97,168.42,2023.09,4233,8.09,2.92,23.62,2441,82,375,11.47,37.3,175.16,2360.65,17039,1.8,8.16,14.67,,,,,,,,,,,,598,27,44,4.17,42.11,154.29,2072.72,1997,5.44,,,636,11,43,4.15,42.91,142.5,2111.44,1940,4.99,,,657,28,255,11.47,37.3,175.16,2360.65,11571,1.8,,,614,38,60,12.23,36.48,178.08,2365.02,2716,2.06,,,,,,,,,,,,,
엑세스바이오,950130,생명과학도구및서비스,2891,36315527,7960,2.74,,0.45,10.94,-101.86,40,141,1218,687,478,89.16,96.33,120.59,4559.08,1400,15.75,,,5051,2601,1901,102.45,52.39,197.93,13626.27,5223,3.06,,,10339,4692,3497,76.64,41.43,300.28,28297.9,9546,1.28,7.14,9.13,,,,,,,,,,,,1191,760,675,103.49,52.82,255.3,29377.13,1823,1.22,,,124,-160,-161,87.26,48.05,265.32,28680.89,-445,1.02,,,501,-10,-43,72.9,41.43,300.28,28297.9,-75,1.34,,,2394,541,405,14.58,50.11,278.4,28732.48,1134,3.65,,,,,,,,,,,,,
브랜드엑스코퍼레이션,337930,섬유/의류/신발/호화품,1498,29266589,5120,13.4,,1.87,2.34,7.92,21,119,1385,80,70,18.14,24.55,228.04,560.62,268,26.68,1.03,29.6,1659,138,78,11.79,62.13,99.56,380.89,266,36.53,1.03,37.99,2127,179,101,13.75,40.44,91.79,411.96,341,14,2.52,34.91,2704,284,187,,,,,752,6.81,,,574,41,21,12.86,69.05,117.94,395.92,63,25.23,,,552,44,42,12.57,74.44,100.83,408.35,141,18,,,578,62,23,13.75,40.44,91.79,411.96,85,14,,,493,35,28,15.09,39.26,119.13,425.1,93,13.4,,,728,53,,,,,,137,37.46,,
현대백화점,069960,백화점과일반상점,12614,23402441,53900,9.13,6.26,0.25,2.41,22.59,20,118,22732,1359,1051,1.65,73.02,33.1,3680.72,3005,23.76,1.4,31.41,35724,2644,2334,4.36,71.64,46.35,3829.64,8092,9.28,1.46,12.69,50141,3209,1860,3.2,89.55,42.67,3966.9,6157,9.58,2.2,19.72,51808,3548,2422,4.32,,,,8616,6.26,,,11252,712,537,4.84,91.37,42.55,3900.44,1955,7.68,,,13721,922,693,4.7,93.28,41.1,3943.14,2134,6.06,,,15824,686,-123,3.2,89.55,42.67,3966.9,-602,9.58,,,10977,779,695,3.04,87.81,40.87,3990.95,2417,9.26,,,12086,696,502,,,,,1726,31.22,,
제로투세븐,159580,화장품,1190,20032636,5940,27,,1.45,,152.9,10,108,1410,6,-6,-0.85,53.72,84.12,652.43,-31,-277.57,,,864,72,12,1.59,31.93,122.02,663.53,58,188.42,,,904,93,41,5.37,24.93,180.18,703.67,206,33.35,,,1028,130,100,11.9,,,,502,11.84,,,238,8,9,0.42,27.26,165.72,683.11,45,404.59,,,247,33,0,-0.04,31.91,155.02,682.28,1,-3960.24,,,238,20,21,5.37,24.93,180.18,703.67,107,33.35,,,161,14,13,5.62,22.49,189.28,717.04,67,39.18,,,,,,,,,,,,,
HD현대인프라코어,042670,기계,23493,199603453,11770,8.69,7.76,1.36,2.04,28.39,20,118,39881,2644,2851,6.47,167.92,86.24,145.85,535,10.53,,,45937,2645,5678,24.63,249.12,75.14,1270.35,2287,3.1,,,47561,3325,2296,15.29,189.7,84.41,1396.64,1163,6.88,3,20.65,50963,4807,3077,17.26,,,,1535,7.67,,,11880,866,575,28.32,219.01,74.86,1336,292,2.18,,,11769,747,651,30.68,210.22,83.74,1368.69,328,1.91,,,12368,664,327,15.29,189.7,84.41,1396.64,166,6.88,,,12878,1526,1123,16.74,184.18,93.05,1420.79,569,5.56,,,13299,1504,850,,,,,504,23.36,,
클래시스,214150,건강관리장비와용품,20372,64776702,31450,25.04,26.63,8.41,0.37,40.23,10,107,765,406,382,36.06,11.13,543.3,1812.87,590,26.11,0.39,10.17,1006,517,438,30.47,32.14,306.97,2429.74,677,27.77,0.35,9.75,1418,689,754,38.33,44.37,287.62,3526.89,1164,15.81,0.63,9.91,1790,910,765,28.92,,,,1181,26.62,,,327,153,138,29.8,67.62,330.94,2774.24,213,18.9,,,333,175,187,30.93,65.7,317.95,3063.17,289,15.89,,,405,194,300,38.33,44.37,287.62,3526.89,464,15.81,,,390,199,188,39.36,46.27,271.35,3701.39,290,17.32,,,439,212,,,,,,266,118.17,,
삼성화재,000810,손해보험,115831,47374837,244500,8.56,6.04,0.79,5.64,5.31,16,113,240449,10444,7573,4.96,468.68,,67008.97,14931,12.56,4.69,49.55,244443,15069,11247,7.09,512.78,,64024.08,22193,9.1,5.94,45.46,257844,16061,12837,9.7,699.02,,47211.81,25315,7.9,6.9,45.83,,28036,20666,16.39,,,,40457,6.04,,,65343,4784,3513,8.63,702.97,,47597.41,6929,8.81,,,72645,4095,3043,9.02,756.58,,44775.19,6001,8.04,,,57886,1294,1791,9.67,699.02,,47211.81,3524,7.9,,,53389,8333,6133,10.98,515.94,,55464.68,12117,7.21,,,,7425,5515,,,,,10185,24.01,,
애경산업,018250,화장품,6708,26409935,25400,25.2,14.3,1.82,1.22,152.9,10,107,5881,224,115,3.41,30.45,191.65,1183.47,434,56.46,0.82,45.74,5739,244,157,4.63,24.63,242,1231.34,595,31.91,1.05,33.33,6104,390,167,4.7,34.45,167.42,1293.45,627,33.34,1.48,49.07,6804,600,467,12.5,,,,1776,14.3,,,1418,42,40,4.27,27.79,205.37,1250.31,151,25.62,,,1617,152,130,6.53,27.24,215.44,1298.69,484,13.37,,,1671,118,-66,4.7,34.45,167.42,1293.45,-245,33.34,,,1571,154,164,7.5,31.66,184.89,1324.59,619,18.04,,,1622,136,100,,,,,405,62.69,,
영원무역,111770,섬유/의류/신발/호화품,26365,44311468,59500,3.71,4.75,0.87,2.57,7.92,6,102,24664,2597,1824,8.03,52.37,199.46,7976.94,3332,9.51,1.58,14.85,27925,4425,3343,14.71,45.74,266.69,9223.27,6727,6.49,2.29,14.72,39110,8230,7432,26.8,44.93,223.36,12069.73,15222,3.08,3.26,9.95,38637,7542,6033,18.11,,,,12519,4.75,,,9456,2081,1896,20.46,52.78,193.4,10243.28,3860,3.73,,,11623,2759,2460,22.63,51.2,214.19,11265.47,5111,3.48,,,10367,1931,1962,26.8,44.93,223.36,12069.73,4021,3.08,,,8406,1672,1417,26.93,53.06,178.73,12568.01,3040,2.85,,,9848,2057,1600,,,,,3315,17.95,,
LS,006260,전기장비,29302,32200000,91000,7.11,6.24,0.63,1.7,19.1,20,115,104443,4192,1947,3.94,162.12,105.92,1989.5,3939,18.12,2.03,31.74,128293,5753,3521,8.15,168.05,93.65,2177.57,8627,6.27,2.68,14.49,174913,6709,5055,12,202.7,73.87,2440.42,14024,4.97,2.22,9.43,250154,9641,6050,11.2,,,,14586,6.24,,,41200,1964,913,9.08,186.03,84.61,2268.61,2180,6.38,,,38587,1784,1473,11.13,217.59,73.28,2330.36,4211,4.56,,,57994,1284,1267,12,202.7,73.87,2440.42,3958,4.97,,,60985,2382,1112,10.82,208.11,72.61,2466.74,2442,6.22,,,63245,2711,1969,,,,,3724,24.44,,
피에이치에이,043370,자동차부품,2329,21000000,11090,5.6,4.61,0.33,1.8,11.56,20,115,9491,143,79,1.36,59.39,118.22,5609.46,377,24.3,1.96,46.64,9276,66,376,6.1,48.21,135.94,5943.96,1790,5.64,1.78,9.84,10244,229,283,4.29,45.58,125.6,6229.35,1346,5.23,2.84,14.53,11216,470,505,7.26,,,,2406,4.61,,,2389,69,113,3.05,40.73,131.38,6055.03,537,8.07,,,2626,100,101,3.57,40.87,132.13,6150.82,479,5.11,,,2909,60,28,4.29,45.58,125.6,6229.35,133,5.23,,,2647,116,175,6.17,44.91,137.1,6356.78,833,3.82,,,2806,130,122,,,,,619,17.91,,
비즈니스온,138580,소프트웨어,2486,22556163,11020,18.74,,3.26,,49.72,1,96,184,55,30,,15.01,315.81,1021.15,156,56.18,1.73,109.41,335,90,63,10.02,14.79,324.5,497.27,277,53.51,1.35,71.68,439,121,118,16.84,37.49,171.67,543.4,488,13.97,,,554,162,143,,,,,596,18.48,,,115,30,26,8.81,44.66,151.86,479.86,108,32.24,,,104,31,25,10.07,43.51,157.77,499.88,100,24.93,,,115,30,51,16.84,37.49,171.67,543.4,211,13.97,,,151,50,40,19.11,35.91,183.78,580.95,168,15.06,,,134,37,37,,,,,142,77.68,,
와이지엔터테인먼트,122870,방송과엔터테인먼트,13390,18675499,71700,22.83,22.19,3.08,0.35,-172.93,1,96,2553,107,32,2.74,28.46,97.78,3656.99,515,86.79,,,3216,470,229,1.83,28.73,110.96,3725.47,361,154.21,0.45,68.71,3912,466,468,8.56,35.45,114.69,4063.11,1813,24.19,0.57,13.74,5242,835,727,13.81,,,,3231,22.19,,,760,93,86,2.18,41.36,109.18,3762.24,316,96.99,,,1147,155,154,6.29,35.17,122.57,3906.08,702,36.45,,,1250,157,170,8.56,35.45,114.69,4063.11,794,24.19,,,1575,365,313,14.57,44.49,107.99,4276.42,1328,18.05,,,1310,212,172,,,,,751,95.5,,
바이오플러스,099430,제약,4223,57930864,7290,18.98,,3.83,0.96,84.94,6,100,244,123,97,41.85,33.01,224.46,750.23,194,,,,374,182,107,20,9.86,663.33,1104.64,206,33.36,,,567,253,207,22.02,27.45,1027.62,287.56,363,19.14,1.01,20.1,773,344,281,22.55,,,,468,15.58,,,141,66,53,19.44,8.25,787.03,1271.63,93,28.01,,,141,64,51,19.67,6.88,972.49,1374.88,91,21.9,,,165,67,58,22.02,27.45,1027.62,287.56,100,19.14,,,124,55,60,22.98,29.59,777.89,293.46,99,17.91,,,170,74,65,,,,,,,,
SNT다이내믹스,003570,자동차부품,3492,33252697,10500,12.12,,0.35,4.76,11.56,11,104,3018,136,83,1.37,39.49,244.19,697.8,251,23.48,5.09,88.51,3360,206,590,9.44,34.72,291.31,759.8,1774,5.05,4.46,15.13,4080,258,230,3.51,41.26,185.86,776.53,692,13.5,5.35,48.67,4538,343,336,5.01,,,,1010,10.39,,,900,63,63,1.89,29.23,282.15,766.55,189,19.23,,,1026,68,181,4.19,32.04,234.56,783.73,543,11.19,,,1318,98,-64,3.51,41.26,185.86,776.53,-194,13.5,,,1028,91,109,4.38,38.1,204.19,780.06,327,10.09,,,983,66,,,,,,,,,
영풍정밀,036560,기계,2147,15750000,13630,11.38,,0.63,2.93,28.39,8,101,908,103,133,4.71,16.11,436.03,2007.71,847,9.56,4.33,41.34,787,85,118,3.91,18.28,254.59,2081.97,746,12.14,3.86,46.89,891,120,155,4.7,21.04,131.31,2213.6,985,12.08,3.36,40.62,1179,191,224,6.31,,,,1422,9.58,,,213,36,30,4.5,16.9,265.04,2138.41,191,9.81,,,205,29,28,4.3,20.04,211.54,2173.81,177,11.99,,,292,42,28,4.7,21.04,131.31,2213.6,176,12.08,,,253,43,103,5.55,21.75,122.82,2264.5,655,9.78,,,,,,,,,,,,,
골프존,215000,호텔/레스토랑/레저,6884,6275415,109700,6.36,5.78,1.81,4.1,19.38,10,103,2985,516,375,18.02,62.83,60.11,7054.82,6098,11.36,3.61,40.98,4403,1077,764,29.79,65.67,83.96,8987.23,12161,14.37,2,28.77,6175,1487,1116,35,57.98,92.17,11906.95,18123,6.22,3.99,24.25,7210,1604,1177,29.4,,,,18991,5.78,,,1462,456,352,35.61,60.42,96.7,10672.1,5719,7.92,,,1761,449,365,35.26,56.94,91.51,11843.61,5858,5.92,,,1413,74,18,35,57.98,92.17,11906.95,309,6.22,,,1870,415,321,31.99,63.92,88.4,12212.06,5358,7.42,,,1686,445,346,,,,,5338,20.55,,
디케이락,105740,기계,1109,9252873,11990,9.15,,0.95,1.67,28.39,30,122,712,25,-1,,60.35,132.62,2061.21,-14,-1036.73,1.01,-1050.74,855,84,90,9.46,55.07,134.28,2236.47,1065,10.19,1.84,18.78,1099,114,58,5.52,53.34,94.46,2355.09,685,16.43,1.78,31.33,1345,194,160,12.94,,,,1671,7.18,,,284,33,36,8.67,59.09,121.75,2265.58,428,9.92,,,286,49,49,13.14,62.13,125.44,2380.29,576,6.61,,,314,31,-22,5.53,53.34,94.46,2355.09,-252,16.41,,,276,45,51,10.73,63.91,80.59,2426.07,557,8.49,,,324,44,36,,,,,368,32.62,,
